componente,unidade,Valor por 100g,Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,523,94,BRC0050T,Nome não encontrado
Energia,kcal,125,22,BRC0050T,Nome não encontrado
Umidade,g,"73,5","13,2",BRC0050T,Nome não encontrado
Carboidrato total,g,"8,44","1,52",BRC0050T,Nome não encontrado
Carboidrato disponível,g,"7,33","1,32",BRC0050T,Nome não encontrado
Proteína,g,"11,3","2,04",BRC0050T,Nome não encontrado
Lipídios,g,"5,31","0,96",BRC0050T,Nome não encontrado
Fibra alimentar,g,"1,11","0,20",BRC0050T,Nome não encontrado
Álcool,g,-,-,BRC0050T,Nome não encontrado
Cinzas,g,"1,36","0,24",BRC0050T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0050T,Nome não encontrado
Ácidos graxos saturados,g,"0,77","0,14",BRC0050T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","0,21",BRC0050T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,00","0,54",BRC0050T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0050T,Nome não encontrado
Cálcio,mg,"59,5","10,7",BRC0050T,Nome não encontrado
Ferro,mg,"3,94","0,71",BRC0050T,Nome não encontrado
Sódio,mg,"3,15","0,57",BRC0050T,Nome não encontrado
Magnésio,mg,"61,7","11,1",BRC0050T,Nome não encontrado
Fósforo,mg,132,"23,9",BRC0050T,Nome não encontrado
Potássio,mg,466,"83,9",BRC0050T,Nome não encontrado
Manganês,mg,"0,65","0,12",BRC0050T,Nome não encontrado
Zinco,mg,"1,04","0,19",BRC0050T,Nome não encontrado
Cobre,mg,"0,34","0,06",BRC0050T,Nome não encontrado
Selênio,mcg,"23,4","4,22",BRC0050T,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0050T,Nome não encontrado
Vitamina A (RAE),mcg,"0,27","0,05",BRC0050T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0050T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,04",BRC0050T,Nome não encontrado
Tiamina,mg,"0,25","0,05",BRC0050T,Nome não encontrado
Riboflavina,mg,"0,25","0,05",BRC0050T,Nome não encontrado
Niacina,mg,"0,47","0,08",BRC0050T,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0050T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0050T,Nome não encontrado
Vitamina C,mg,"1,74","0,31",BRC0050T,Nome não encontrado
Equivalente de folato,mcg,108,"19,5",BRC0050T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0050T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0050T,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0050T,Nome não encontrado
Proteína vegetal,g,"11,3","2,04",BRC0050T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0050T,Nome não encontrado
