componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,961,960,BRC0044J,Nome não encontrado
Energia,kcal,230,230,BRC0044J,Nome não encontrado
Umidade,g,"57,6","57,6",BRC0044J,Nome não encontrado
Carboidrato total,g,"13,9","13,9",BRC0044J,Nome não encontrado
Carboidrato disponível,g,"13,1","13,1",BRC0044J,Nome não encontrado
Proteína,g,"13,2","13,2",BRC0044J,Nome não encontrado
Lipídios,g,"13,7","13,7",BRC0044J,Nome não encontrado
Fibra alimentar,g,"0,77","0,77",BRC0044J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0044J,Nome não encontrado
Cinzas,g,"1,64","1,64",BRC0044J,Nome não encontrado
Colesterol,mg,250,250,BRC0044J,Nome não encontrado
Ácidos graxos saturados,g,"6,24","6,24",BRC0044J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,41","4,41",BRC0044J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,03","1,03",BRC0044J,Nome não encontrado
Ácidos graxos trans,g,"0,29","0,29",BRC0044J,Nome não encontrado
Cálcio,mg,"54,8","54,8",BRC0044J,Nome não encontrado
Ferro,mg,"3,05","3,05",BRC0044J,Nome não encontrado
Sódio,mg,676,676,BRC0044J,Nome não encontrado
Magnésio,mg,"22,2","22,2",BRC0044J,Nome não encontrado
Fósforo,mg,191,191,BRC0044J,Nome não encontrado
Potássio,mg,191,191,BRC0044J,Nome não encontrado
Manganês,mg,"0,52","0,52",BRC0044J,Nome não encontrado
Zinco,mg,"2,18","2,18",BRC0044J,Nome não encontrado
Cobre,mg,"0,08","0,08",BRC0044J,Nome não encontrado
Selênio,mcg,"9,66","9,66",BRC0044J,Nome não encontrado
Vitamina A (RE),mcg,167,167,BRC0044J,Nome não encontrado
Vitamina A (RAE),mcg,159,159,BRC0044J,Nome não encontrado
Vitamina D,mcg,"1,13","1,13",BRC0044J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","1,08",BRC0044J,Nome não encontrado
Tiamina,mg,"0,17","0,17",BRC0044J,Nome não encontrado
Riboflavina,mg,"0,15","0,15",BRC0044J,Nome não encontrado
Niacina,mg,"1,88","1,88",BRC0044J,Nome não encontrado
Vitamina B6,mg,"0,06","0,06",BRC0044J,Nome não encontrado
Vitamina B12,mcg,"0,64","0,64",BRC0044J,Nome não encontrado
Vitamina C,mg,"1,06","1,06",BRC0044J,Nome não encontrado
Equivalente de folato,mcg,"58,2","58,2",BRC0044J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0044J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0044J,Nome não encontrado
Gordura de adição,g,-,-,BRC0044J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0044J,Nome não encontrado
Proteína animal,g,-,-,BRC0044J,Nome não encontrado
