componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1000,BRC1047F,Nome não encontrado
Energia,kcal,240,BRC1047F,Nome não encontrado
Umidade,g,"54,1",BRC1047F,Nome não encontrado
Carboidrato total,g,"2,76",BRC1047F,Nome não encontrado
Carboidrato disponível,g,"2,25",BRC1047F,Nome não encontrado
Proteína,g,"23,5",BRC1047F,Nome não encontrado
Lipídios,g,"15,1",BRC1047F,Nome não encontrado
Fibra alimentar,g,"0,51",BRC1047F,Nome não encontrado
Álcool,g,"0,00",BRC1047F,Nome não encontrado
Cinzas,g,"1,61",BRC1047F,Nome não encontrado
Colesterol,mg,"68,4",BRC1047F,Nome não encontrado
Ácidos graxos saturados,g,"5,89",BRC1047F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,14",BRC1047F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51",BRC1047F,Nome não encontrado
Ácidos graxos trans,g,"0,32",BRC1047F,Nome não encontrado
Cálcio,mg,"26,7",BRC1047F,Nome não encontrado
Ferro,mg,"2,74",BRC1047F,Nome não encontrado
Sódio,mg,354,BRC1047F,Nome não encontrado
Magnésio,mg,"19,3",BRC1047F,Nome não encontrado
Fósforo,mg,158,BRC1047F,Nome não encontrado
Potássio,mg,281,BRC1047F,Nome não encontrado
Manganês,mg,"0,16",BRC1047F,Nome não encontrado
Zinco,mg,"5,17",BRC1047F,Nome não encontrado
Cobre,mg,"0,10",BRC1047F,Nome não encontrado
Selênio,mcg,"4,43",BRC1047F,Nome não encontrado
Vitamina A (RE),mcg,"13,4",BRC1047F,Nome não encontrado
Vitamina A (RAE),mcg,"15,1",BRC1047F,Nome não encontrado
Vitamina D,mcg,"0,12",BRC1047F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71",BRC1047F,Nome não encontrado
Tiamina,mg,"0,03",BRC1047F,Nome não encontrado
Riboflavina,mg,"0,13",BRC1047F,Nome não encontrado
Niacina,mg,"1,81",BRC1047F,Nome não encontrado
Vitamina B6,mg,"0,02",BRC1047F,Nome não encontrado
Vitamina B12,mcg,"2,59",BRC1047F,Nome não encontrado
Vitamina C,mg,"2,90",BRC1047F,Nome não encontrado
Equivalente de folato,mcg,"18,7",BRC1047F,Nome não encontrado
Sal de adição,g,"0,00",BRC1047F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1047F,Nome não encontrado
Gordura de adição,g,-,BRC1047F,Nome não encontrado
Proteína vegetal,g,-,BRC1047F,Nome não encontrado
Proteína animal,g,-,BRC1047F,Nome não encontrado
