componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,474,260,BRC0372N,Nome não encontrado
Energia,kcal,113,62,BRC0372N,Nome não encontrado
Umidade,g,"74,8","41,2",BRC0372N,Nome não encontrado
Carboidrato total,g,"9,99","5,50",BRC0372N,Nome não encontrado
Carboidrato disponível,g,"7,73","4,25",BRC0372N,Nome não encontrado
Proteína,g,"10,3","5,65",BRC0372N,Nome não encontrado
Lipídios,g,"4,05","2,23",BRC0372N,Nome não encontrado
Fibra alimentar,g,"2,26","1,25",BRC0372N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0372N,Nome não encontrado
Cinzas,g,"0,88","0,48",BRC0372N,Nome não encontrado
Colesterol,mg,"32,8","18,0",BRC0372N,Nome não encontrado
Ácidos graxos saturados,g,"1,80","0,99",BRC0372N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,28","0,70",BRC0372N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51","0,28",BRC0372N,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,05",BRC0372N,Nome não encontrado
Cálcio,mg,"12,8","7,03",BRC0372N,Nome não encontrado
Ferro,mg,"1,17","0,64",BRC0372N,Nome não encontrado
Sódio,mg,149,"82,5",BRC0372N,Nome não encontrado
Magnésio,mg,"21,6","11,9",BRC0372N,Nome não encontrado
Fósforo,mg,"83,5","45,9",BRC0372N,Nome não encontrado
Potássio,mg,174,"96,0",BRC0372N,Nome não encontrado
Manganês,mg,"0,26","0,14",BRC0372N,Nome não encontrado
Zinco,mg,"2,70","1,49",BRC0372N,Nome não encontrado
Cobre,mg,"0,11","0,06",BRC0372N,Nome não encontrado
Selênio,mcg,"0,41","0,22",BRC0372N,Nome não encontrado
Vitamina A (RE),mcg,"16,5","9,08",BRC0372N,Nome não encontrado
Vitamina A (RAE),mcg,"8,47","4,66",BRC0372N,Nome não encontrado
Vitamina D,mcg,"0,83","0,46",BRC0372N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,18",BRC0372N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0372N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0372N,Nome não encontrado
Niacina,mg,"0,57","0,31",BRC0372N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0372N,Nome não encontrado
Vitamina B12,mcg,"0,81","0,44",BRC0372N,Nome não encontrado
Vitamina C,mg,"0,47","0,26",BRC0372N,Nome não encontrado
Equivalente de folato,mcg,"29,6","16,3",BRC0372N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0372N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0372N,Nome não encontrado
Gordura de adição,g,-,-,BRC0372N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0372N,Nome não encontrado
Proteína animal,g,-,-,BRC0372N,Nome não encontrado
