componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1770,230,BRC0081R,Nome não encontrado
Energia,kcal,421,54,BRC0081R,Nome não encontrado
Umidade,g,"10,3","1,34",BRC0081R,Nome não encontrado
Carboidrato total,g,"70,0","9,11",BRC0081R,Nome não encontrado
Carboidrato disponível,g,"70,0","9,11",BRC0081R,Nome não encontrado
Proteína,g,"3,65","0,47",BRC0081R,Nome não encontrado
Lipídios,g,"14,0","1,82",BRC0081R,Nome não encontrado
Fibra alimentar,g,,,BRC0081R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0081R,Nome não encontrado
Cinzas,g,"2,01","0,26",BRC0081R,Nome não encontrado
Colesterol,mg,"63,1","8,20",BRC0081R,Nome não encontrado
Ácidos graxos saturados,g,"3,40","0,44",BRC0081R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,00","0,39",BRC0081R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,10","0,53",BRC0081R,Nome não encontrado
Ácidos graxos trans,g,"0,75","0,10",BRC0081R,Nome não encontrado
Cálcio,mg,135,"17,6",BRC0081R,Nome não encontrado
Ferro,mg,"0,44","0,06",BRC0081R,Nome não encontrado
Sódio,mg,624,"81,2",BRC0081R,Nome não encontrado
Magnésio,mg,"10,5","1,37",BRC0081R,Nome não encontrado
Fósforo,mg,121,"15,8",BRC0081R,Nome não encontrado
Potássio,mg,"89,6","11,6",BRC0081R,Nome não encontrado
Manganês,mg,traços,traços,BRC0081R,Nome não encontrado
Zinco,mg,"0,66","0,09",BRC0081R,Nome não encontrado
Cobre,mg,traços,traços,BRC0081R,Nome não encontrado
Selênio,mcg,,,BRC0081R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0081R,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0081R,Nome não encontrado
Vitamina D,mcg,"0,13","0,02",BRC0081R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,93","0,25",BRC0081R,Nome não encontrado
Tiamina,mg,traços,traços,BRC0081R,Nome não encontrado
Riboflavina,mg,"0,12","0,02",BRC0081R,Nome não encontrado
Niacina,mg,traços,traços,BRC0081R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0081R,Nome não encontrado
Vitamina B12,mcg,"0,27","0,04",BRC0081R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0081R,Nome não encontrado
Equivalente de folato,mcg,180,"23,5",BRC0081R,Nome não encontrado
Sal de adição,g,,,BRC0081R,Nome não encontrado
Açúcar de adição,g,,,BRC0081R,Nome não encontrado
Gordura de adição,g,,,BRC0081R,Nome não encontrado
Proteína vegetal,g,,,BRC0081R,Nome não encontrado
Proteína animal,g,,,BRC0081R,Nome não encontrado
