componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,42,8,BRC0921B,Nome não encontrado
Energia,kcal,10,1,BRC0921B,Nome não encontrado
Umidade,g,"96,7","19,3",BRC0921B,Nome não encontrado
Carboidrato total,g,"1,59","0,32",BRC0921B,Nome não encontrado
Carboidrato disponível,g,"0,91","0,18",BRC0921B,Nome não encontrado
Proteína,g,"0,89","0,18",BRC0921B,Nome não encontrado
Lipídios,g,"0,15","0,03",BRC0921B,Nome não encontrado
Fibra alimentar,g,"0,68","0,14",BRC0921B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0921B,Nome não encontrado
Cinzas,g,"0,69","0,14",BRC0921B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0921B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01",BRC0921B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0921B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,01",BRC0921B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0921B,Nome não encontrado
Cálcio,mg,"93,0","18,6",BRC0921B,Nome não encontrado
Ferro,mg,"0,65","0,13",BRC0921B,Nome não encontrado
Sódio,mg,129,"25,9",BRC0921B,Nome não encontrado
Magnésio,mg,"22,9","4,58",BRC0921B,Nome não encontrado
Fósforo,mg,"26,8","5,37",BRC0921B,Nome não encontrado
Potássio,mg,206,"41,2",BRC0921B,Nome não encontrado
Manganês,mg,"0,13","0,03",BRC0921B,Nome não encontrado
Zinco,mg,"0,27","0,05",BRC0921B,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0921B,Nome não encontrado
Selênio,mcg,"0,10","0,02",BRC0921B,Nome não encontrado
Vitamina A (RE),mcg,210,"42,1",BRC0921B,Nome não encontrado
Vitamina A (RAE),mcg,105,"21,0",BRC0921B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0921B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,09",BRC0921B,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0921B,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0921B,Nome não encontrado
Niacina,mg,traços,traços,BRC0921B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0921B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0921B,Nome não encontrado
Vitamina C,mg,"17,4","3,49",BRC0921B,Nome não encontrado
Equivalente de folato,mcg,"27,3","5,45",BRC0921B,Nome não encontrado
Sal de adição,g,"0,32","0,06",BRC0921B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0921B,Nome não encontrado
Gordura de adição,g,-,-,BRC0921B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0921B,Nome não encontrado
Proteína animal,g,-,-,BRC0921B,Nome não encontrado
