componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,569,312,227,BRC0503A,Nome não encontrado
Energia,kcal,135,74,53,BRC0503A,Nome não encontrado
Umidade,g,"68,0","37,4","27,2",BRC0503A,Nome não encontrado
Carboidrato total,g,"26,8","14,8","10,7",BRC0503A,Nome não encontrado
Carboidrato disponível,g,"25,0","13,8","10,0",BRC0503A,Nome não encontrado
Proteína,g,"2,23","1,23","0,89",BRC0503A,Nome não encontrado
Lipídios,g,"2,47","1,36","0,99",BRC0503A,Nome não encontrado
Fibra alimentar,g,"1,83","1,01","0,73",BRC0503A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0503A,Nome não encontrado
Cinzas,g,"0,51","0,28","0,21",BRC0503A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0503A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,17",BRC0503A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,53","0,29","0,21",BRC0503A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,33","0,73","0,53",BRC0503A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0503A,Nome não encontrado
Cálcio,mg,"13,7","7,56","5,50",BRC0503A,Nome não encontrado
Ferro,mg,"0,47","0,26","0,19",BRC0503A,Nome não encontrado
Sódio,mg,"2,38","1,31","0,95",BRC0503A,Nome não encontrado
Magnésio,mg,"21,3","11,7","8,53",BRC0503A,Nome não encontrado
Fósforo,mg,"31,6","17,4","12,6",BRC0503A,Nome não encontrado
Potássio,mg,144,"79,7","58,0",BRC0503A,Nome não encontrado
Manganês,mg,"0,69","0,38","0,28",BRC0503A,Nome não encontrado
Zinco,mg,"0,42","0,23","0,17",BRC0503A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0503A,Nome não encontrado
Selênio,mcg,"1,14","0,63","0,45",BRC0503A,Nome não encontrado
Vitamina A (RE),mcg,"59,0","32,4","23,6",BRC0503A,Nome não encontrado
Vitamina A (RAE),mcg,"29,5","16,2","11,8",BRC0503A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0503A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,27","0,20",BRC0503A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0503A,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0503A,Nome não encontrado
Niacina,mg,"0,20","0,11","0,08",BRC0503A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,01",BRC0503A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0503A,Nome não encontrado
Vitamina C,mg,"6,37","3,50","2,55",BRC0503A,Nome não encontrado
Equivalente de folato,mcg,"5,33","2,93","2,13",BRC0503A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0503A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0503A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0503A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0503A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0503A,Nome não encontrado
