componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,597,716,BRC0064F,Nome não encontrado
Energia,kcal,143,171,BRC0064F,Nome não encontrado
Umidade,g,"71,8","86,1",BRC0064F,Nome não encontrado
Carboidrato total,g,"0,01","0,01",BRC0064F,Nome não encontrado
Carboidrato disponível,g,"0,01","0,01",BRC0064F,Nome não encontrado
Proteína,g,"20,4","24,5",BRC0064F,Nome não encontrado
Lipídios,g,"6,76","8,12",BRC0064F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0064F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0064F,Nome não encontrado
Cinzas,g,"1,05","1,26",BRC0064F,Nome não encontrado
Colesterol,mg,"83,8",100,BRC0064F,Nome não encontrado
Ácidos graxos saturados,g,"3,90","4,68",BRC0064F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,70","4,44",BRC0064F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,12",BRC0064F,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,17",BRC0064F,Nome não encontrado
Cálcio,mg,"2,99","3,58",BRC0064F,Nome não encontrado
Ferro,mg,"1,89","2,26",BRC0064F,Nome não encontrado
Sódio,mg,"60,5","72,6",BRC0064F,Nome não encontrado
Magnésio,mg,"20,7","24,9",BRC0064F,Nome não encontrado
Fósforo,mg,175,210,BRC0064F,Nome não encontrado
Potássio,mg,334,401,BRC0064F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0064F,Nome não encontrado
Zinco,mg,"2,63","3,16",BRC0064F,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0064F,Nome não encontrado
Selênio,mcg,"2,82","3,38",BRC0064F,Nome não encontrado
Vitamina A (RE),mcg,"2,61","3,13",BRC0064F,Nome não encontrado
Vitamina A (RAE),mcg,"2,61","3,13",BRC0064F,Nome não encontrado
Vitamina D,mcg,,,BRC0064F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,20",BRC0064F,Nome não encontrado
Tiamina,mg,"0,12","0,14",BRC0064F,Nome não encontrado
Riboflavina,mg,"0,19","0,23",BRC0064F,Nome não encontrado
Niacina,mg,"2,32","2,78",BRC0064F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0064F,Nome não encontrado
Vitamina B12,mcg,"3,31","3,98",BRC0064F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0064F,Nome não encontrado
Equivalente de folato,mcg,"7,32","8,78",BRC0064F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0064F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0064F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0064F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0064F,Nome não encontrado
Proteína animal,g,"20,4","24,5",BRC0064F,Nome não encontrado
