componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,470,258,BRC0450N,Nome não encontrado
Energia,kcal,113,61,BRC0450N,Nome não encontrado
Umidade,g,"78,7","43,3",BRC0450N,Nome não encontrado
Carboidrato total,g,"3,69","2,03",BRC0450N,Nome não encontrado
Carboidrato disponível,g,"2,86","1,57",BRC0450N,Nome não encontrado
Proteína,g,"10,8","5,94",BRC0450N,Nome não encontrado
Lipídios,g,"6,25","3,44",BRC0450N,Nome não encontrado
Fibra alimentar,g,"0,83","0,46",BRC0450N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0450N,Nome não encontrado
Cinzas,g,"0,52","0,29",BRC0450N,Nome não encontrado
Colesterol,mg,"40,0","22,0",BRC0450N,Nome não encontrado
Ácidos graxos saturados,g,"2,40","1,32",BRC0450N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","1,05",BRC0450N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,36","0,75",BRC0450N,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,07",BRC0450N,Nome não encontrado
Cálcio,mg,"7,29","4,01",BRC0450N,Nome não encontrado
Ferro,mg,"1,00","0,55",BRC0450N,Nome não encontrado
Sódio,mg,"22,1","12,2",BRC0450N,Nome não encontrado
Magnésio,mg,"9,27","5,10",BRC0450N,Nome não encontrado
Fósforo,mg,"73,3","40,3",BRC0450N,Nome não encontrado
Potássio,mg,156,"86,2",BRC0450N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0450N,Nome não encontrado
Zinco,mg,"3,09","1,70",BRC0450N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0450N,Nome não encontrado
Selênio,mcg,"0,28","0,15",BRC0450N,Nome não encontrado
Vitamina A (RE),mcg,127,"70,2",BRC0450N,Nome não encontrado
Vitamina A (RAE),mcg,"64,1","35,2",BRC0450N,Nome não encontrado
Vitamina D,mcg,"1,03","0,57",BRC0450N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,59","0,87",BRC0450N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0450N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0450N,Nome não encontrado
Niacina,mg,"0,64","0,35",BRC0450N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0450N,Nome não encontrado
Vitamina B12,mcg,"1,00","0,55",BRC0450N,Nome não encontrado
Vitamina C,mg,"2,72","1,49",BRC0450N,Nome não encontrado
Equivalente de folato,mcg,"7,63","4,20",BRC0450N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0450N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0450N,Nome não encontrado
Gordura de adição,g,-,-,BRC0450N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0450N,Nome não encontrado
Proteína animal,g,-,-,BRC0450N,Nome não encontrado
