componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,373,205,BRC0249N,Nome não encontrado
Energia,kcal,89,49,BRC0249N,Nome não encontrado
Umidade,g,"83,5","45,9",BRC0249N,Nome não encontrado
Carboidrato total,g,"5,25","2,89",BRC0249N,Nome não encontrado
Carboidrato disponível,g,"4,64","2,55",BRC0249N,Nome não encontrado
Proteína,g,"4,96","2,73",BRC0249N,Nome não encontrado
Lipídios,g,"5,53","3,04",BRC0249N,Nome não encontrado
Fibra alimentar,g,"0,61","0,33",BRC0249N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0249N,Nome não encontrado
Cinzas,g,"0,77","0,42",BRC0249N,Nome não encontrado
Colesterol,mg,146,"80,5",BRC0249N,Nome não encontrado
Ácidos graxos saturados,g,"1,40","0,77",BRC0249N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,87","1,03",BRC0249N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,61","0,89",BRC0249N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0249N,Nome não encontrado
Cálcio,mg,"20,1","11,0",BRC0249N,Nome não encontrado
Ferro,mg,"0,63","0,35",BRC0249N,Nome não encontrado
Sódio,mg,152,"83,8",BRC0249N,Nome não encontrado
Magnésio,mg,"6,58","3,62",BRC0249N,Nome não encontrado
Fósforo,mg,"77,2","42,4",BRC0249N,Nome não encontrado
Potássio,mg,141,"78,0",BRC0249N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0249N,Nome não encontrado
Zinco,mg,"0,52","0,29",BRC0249N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0249N,Nome não encontrado
Selênio,mcg,"6,18","3,40",BRC0249N,Nome não encontrado
Vitamina A (RE),mcg,"16,4","9,04",BRC0249N,Nome não encontrado
Vitamina A (RAE),mcg,"8,43","4,64",BRC0249N,Nome não encontrado
Vitamina D,mcg,"0,72","0,40",BRC0249N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,39","0,22",BRC0249N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0249N,Nome não encontrado
Riboflavina,mg,"0,11","0,06",BRC0249N,Nome não encontrado
Niacina,mg,"0,08","0,05",BRC0249N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0249N,Nome não encontrado
Vitamina B12,mcg,"0,37","0,21",BRC0249N,Nome não encontrado
Vitamina C,mg,"1,55","0,85",BRC0249N,Nome não encontrado
Equivalente de folato,mcg,"17,6","9,67",BRC0249N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0249N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0249N,Nome não encontrado
Gordura de adição,g,-,-,BRC0249N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0249N,Nome não encontrado
Proteína animal,g,-,-,BRC0249N,Nome não encontrado
