componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1092,546,BRC0082N,Nome não encontrado
Energia,kcal,259,129,BRC0082N,Nome não encontrado
Umidade,g,"43,7","21,9",BRC0082N,Nome não encontrado
Carboidrato total,g,"39,5","19,8",BRC0082N,Nome não encontrado
Carboidrato disponível,g,"38,4","19,2",BRC0082N,Nome não encontrado
Proteína,g,"7,18","3,59",BRC0082N,Nome não encontrado
Lipídios,g,"8,30","4,15",BRC0082N,Nome não encontrado
Fibra alimentar,g,"1,12","0,56",BRC0082N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0082N,Nome não encontrado
Cinzas,g,"1,29","0,65",BRC0082N,Nome não encontrado
Colesterol,mg,153,"76,5",BRC0082N,Nome não encontrado
Ácidos graxos saturados,g,"11,7","5,85",BRC0082N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,74","2,87",BRC0082N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,81","0,41",BRC0082N,Nome não encontrado
Ácidos graxos trans,g,"0,62","0,31",BRC0082N,Nome não encontrado
Cálcio,mg,"22,0","11,0",BRC0082N,Nome não encontrado
Ferro,mg,"2,27","1,14",BRC0082N,Nome não encontrado
Sódio,mg,"49,0","24,5",BRC0082N,Nome não encontrado
Magnésio,mg,"14,8","7,40",BRC0082N,Nome não encontrado
Fósforo,mg,"88,0","44,0",BRC0082N,Nome não encontrado
Potássio,mg,130,"65,0",BRC0082N,Nome não encontrado
Manganês,mg,"0,15","0,08",BRC0082N,Nome não encontrado
Zinco,mg,"0,67","0,34",BRC0082N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0082N,Nome não encontrado
Selênio,mcg,"6,60","3,30",BRC0082N,Nome não encontrado
Vitamina A (RE),mcg,110,"55,3",BRC0082N,Nome não encontrado
Vitamina A (RAE),mcg,109,"54,7",BRC0082N,Nome não encontrado
Vitamina D,mcg,"0,57","0,29",BRC0082N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,92","0,46",BRC0082N,Nome não encontrado
Tiamina,mg,"0,10","0,05",BRC0082N,Nome não encontrado
Riboflavina,mg,"0,14","0,07",BRC0082N,Nome não encontrado
Niacina,mg,"0,43","0,22",BRC0082N,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0082N,Nome não encontrado
Vitamina B12,mcg,"0,25","0,13",BRC0082N,Nome não encontrado
Vitamina C,mg,"12,4","6,20",BRC0082N,Nome não encontrado
Equivalente de folato,mcg,"74,3","37,2",BRC0082N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0082N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0082N,Nome não encontrado
Gordura de adição,g,-,-,BRC0082N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0082N,Nome não encontrado
Proteína animal,g,-,-,BRC0082N,Nome não encontrado
