componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,184,110,73,BRC0721B,Nome não encontrado
Energia,kcal,44,26,17,BRC0721B,Nome não encontrado
Umidade,g,"89,1","53,4","35,6",BRC0721B,Nome não encontrado
Carboidrato total,g,"7,77","4,66","3,11",BRC0721B,Nome não encontrado
Carboidrato disponível,g,"6,04","3,63","2,42",BRC0721B,Nome não encontrado
Proteína,g,"1,06","0,64","0,43",BRC0721B,Nome não encontrado
Lipídios,g,"1,34","0,80","0,53",BRC0721B,Nome não encontrado
Fibra alimentar,g,"1,73","1,04","0,69",BRC0721B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0721B,Nome não encontrado
Cinzas,g,"0,75","0,45","0,30",BRC0721B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0721B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,12","0,08",BRC0721B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,17","0,11",BRC0721B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,46","0,31",BRC0721B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0721B,Nome não encontrado
Cálcio,mg,"11,9","7,11","4,74",BRC0721B,Nome não encontrado
Ferro,mg,"0,26","0,16","0,11",BRC0721B,Nome não encontrado
Sódio,mg,134,"80,6","53,7",BRC0721B,Nome não encontrado
Magnésio,mg,"8,17","4,90","3,27",BRC0721B,Nome não encontrado
Fósforo,mg,"23,2","13,9","9,26",BRC0721B,Nome não encontrado
Potássio,mg,183,110,"73,6",BRC0721B,Nome não encontrado
Manganês,mg,"0,09","0,05","0,04",BRC0721B,Nome não encontrado
Zinco,mg,"0,18","0,11","0,07",BRC0721B,Nome não encontrado
Cobre,mg,"0,04","0,03","0,02",BRC0721B,Nome não encontrado
Selênio,mcg,"0,25","0,15","0,10",BRC0721B,Nome não encontrado
Vitamina A (RE),mcg,161,"96,9","64,6",BRC0721B,Nome não encontrado
Vitamina A (RAE),mcg,"81,2","48,7","32,5",BRC0721B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0721B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","0,36","0,24",BRC0721B,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0721B,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0721B,Nome não encontrado
Niacina,mg,"0,39","0,24","0,16",BRC0721B,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0721B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0721B,Nome não encontrado
Vitamina C,mg,"27,4","16,4","11,0",BRC0721B,Nome não encontrado
Equivalente de folato,mcg,"13,7","8,24","5,49",BRC0721B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0721B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0721B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0721B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0721B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0721B,Nome não encontrado
