componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,2257,564,338,BRC0049B,Nome não encontrado
Energia,kcal,542,135,81,BRC0049B,Nome não encontrado
Umidade,g,"3,63","0,91","0,54",BRC0049B,Nome não encontrado
Carboidrato total,g,"51,5","12,9","7,73",BRC0049B,Nome não encontrado
Carboidrato disponível,g,"47,5","11,9","7,13",BRC0049B,Nome não encontrado
Proteína,g,"5,44","1,36","0,82",BRC0049B,Nome não encontrado
Lipídios,g,"35,8","8,94","5,37",BRC0049B,Nome não encontrado
Fibra alimentar,g,"4,00","1,00","0,60",BRC0049B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Cinzas,g,"3,61","0,90","0,54",BRC0049B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Ácidos graxos saturados,g,"15,1","3,78","2,27",BRC0049B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"13,9","3,48","2,09",BRC0049B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,61","1,15","0,69",BRC0049B,Nome não encontrado
Ácidos graxos trans,g,"0,16","0,04","0,02",BRC0049B,Nome não encontrado
Cálcio,mg,"11,5","2,87","1,72",BRC0049B,Nome não encontrado
Ferro,mg,"0,72","0,18","0,11",BRC0049B,Nome não encontrado
Sódio,mg,624,156,"93,6",BRC0049B,Nome não encontrado
Magnésio,mg,"24,9","6,23","3,74",BRC0049B,Nome não encontrado
Fósforo,mg,"99,2","24,8","14,9",BRC0049B,Nome não encontrado
Potássio,mg,1042,260,156,BRC0049B,Nome não encontrado
Manganês,mg,"0,12","0,03","0,02",BRC0049B,Nome não encontrado
Zinco,mg,"0,32","0,08","0,05",BRC0049B,Nome não encontrado
Cobre,mg,"0,12","0,03","0,02",BRC0049B,Nome não encontrado
Selênio,mcg,"2,46","0,61","0,37",BRC0049B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"11,0","2,75","1,65",BRC0049B,Nome não encontrado
Tiamina,mg,"0,20","0,05","0,03",BRC0049B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0049B,Nome não encontrado
Niacina,mg,"2,69","0,67","0,40",BRC0049B,Nome não encontrado
Vitamina B6,mg,"0,13","0,03","0,02",BRC0049B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0049B,Nome não encontrado
Equivalente de folato,mcg,"29,6","7,39","4,43",BRC0049B,Nome não encontrado
Sal de adição,g,,,,BRC0049B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0049B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0049B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0049B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0049B,Nome não encontrado
