componente,unidade,Valor por 100g,Colher sopa cheia (6 g),Colher sopa rasa (4 g),codigo_alimento,nome_alimento
Energia,kJ,199,11,7,BRC0034B,Nome não encontrado
Energia,kcal,47,2,1,BRC0034B,Nome não encontrado
Umidade,g,"85,0","5,10","3,40",BRC0034B,Nome não encontrado
Carboidrato total,g,"8,14","0,49","0,33",BRC0034B,Nome não encontrado
Carboidrato disponível,g,"5,23","0,31","0,21",BRC0034B,Nome não encontrado
Proteína,g,"3,91","0,23","0,16",BRC0034B,Nome não encontrado
Lipídios,g,"0,56","0,03","0,02",BRC0034B,Nome não encontrado
Fibra alimentar,g,"2,91","0,17","0,12",BRC0034B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Cinzas,g,"2,44","0,15","0,10",BRC0034B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Ácidos graxos saturados,g,"0,07","0,00","0,00",BRC0034B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0034B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,01","0,01",BRC0034B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Cálcio,mg,237,"14,2","9,48",BRC0034B,Nome não encontrado
Ferro,mg,"4,20","0,25","0,17",BRC0034B,Nome não encontrado
Sódio,mg,"3,04","0,18","0,12",BRC0034B,Nome não encontrado
Magnésio,mg,"23,0","1,38","0,92",BRC0034B,Nome não encontrado
Fósforo,mg,"65,2","3,91","2,61",BRC0034B,Nome não encontrado
Potássio,mg,940,"56,4","37,6",BRC0034B,Nome não encontrado
Manganês,mg,"2,48","0,15","0,10",BRC0034B,Nome não encontrado
Zinco,mg,"1,74","0,10","0,07",BRC0034B,Nome não encontrado
Cobre,mg,"0,26","0,02","0,01",BRC0034B,Nome não encontrado
Selênio,mcg,"0,70","0,04","0,03",BRC0034B,Nome não encontrado
Vitamina A (RE),mcg,1252,"75,1","50,1",BRC0034B,Nome não encontrado
Vitamina A (RAE),mcg,626,"37,6","25,0",BRC0034B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,03","0,02",BRC0034B,Nome não encontrado
Tiamina,mg,"0,16","0,01","0,01",BRC0034B,Nome não encontrado
Riboflavina,mg,"0,20","0,01","0,01",BRC0034B,Nome não encontrado
Niacina,mg,"0,95","0,06","0,04",BRC0034B,Nome não encontrado
Vitamina B6,mg,"0,75","0,04","0,03",BRC0034B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Vitamina C,mg,"68,3","4,10","2,73",BRC0034B,Nome não encontrado
Equivalente de folato,mcg,185,"11,1","7,42",BRC0034B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
Proteína vegetal,g,"3,91","0,23","0,16",BRC0034B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0034B,Nome não encontrado
