componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,85,16,12,BRC0068T,Nome não encontrado
Energia,kcal,20,4,3,BRC0068T,Nome não encontrado
Umidade,g,"93,8","18,8","14,1",BRC0068T,Nome não encontrado
Carboidrato total,g,"4,43","0,89","0,66",BRC0068T,Nome não encontrado
Carboidrato disponível,g,"2,39","0,48","0,36",BRC0068T,Nome não encontrado
Proteína,g,"1,35","0,27","0,20",BRC0068T,Nome não encontrado
Lipídios,g,"0,14","0,03","0,02",BRC0068T,Nome não encontrado
Fibra alimentar,g,"2,04","0,41","0,31",BRC0068T,Nome não encontrado
Álcool,g,,,,BRC0068T,Nome não encontrado
Cinzas,g,"0,31","0,06","0,05",BRC0068T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,00",BRC0068T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0068T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,01","0,01",BRC0068T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Cálcio,mg,"32,6","6,53","4,90",BRC0068T,Nome não encontrado
Ferro,mg,"0,34","0,07","0,05",BRC0068T,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0068T,Nome não encontrado
Magnésio,mg,"14,2","2,83","2,12",BRC0068T,Nome não encontrado
Fósforo,mg,"22,2","4,45","3,33",BRC0068T,Nome não encontrado
Potássio,mg,165,"33,1","24,8",BRC0068T,Nome não encontrado
Manganês,mg,"0,40","0,08","0,06",BRC0068T,Nome não encontrado
Zinco,mg,"0,26","0,05","0,04",BRC0068T,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0068T,Nome não encontrado
Selênio,mcg,,,,BRC0068T,Nome não encontrado
Vitamina A (RE),mcg,"25,9","5,18","3,89",BRC0068T,Nome não encontrado
Vitamina A (RAE),mcg,"13,0","2,59","1,94",BRC0068T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,05","0,03",BRC0068T,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0068T,Nome não encontrado
Riboflavina,mg,"0,06","0,01","0,01",BRC0068T,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0068T,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Vitamina C,mg,"0,92","0,18","0,14",BRC0068T,Nome não encontrado
Equivalente de folato,mcg,"19,0","3,81","2,86",BRC0068T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
Proteína vegetal,g,"1,35","0,27","0,20",BRC0068T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0068T,Nome não encontrado
