componente,unidade,Valor por 100g,Colher sopa cheia (6 g),Colher sopa rasa (3 g),codigo_alimento,nome_alimento
Energia,kJ,84,5,2,BRC0011B,Nome não encontrado
Energia,kcal,20,1,0,BRC0011B,Nome não encontrado
Umidade,g,"92,6","5,56","2,78",BRC0011B,Nome não encontrado
Carboidrato total,g,"4,12","0,25","0,12",BRC0011B,Nome não encontrado
Carboidrato disponível,g,"1,08","0,06","0,03",BRC0011B,Nome não encontrado
Proteína,g,"1,78","0,11","0,05",BRC0011B,Nome não encontrado
Lipídios,g,"0,29","0,02","0,01",BRC0011B,Nome não encontrado
Fibra alimentar,g,"3,04","0,18","0,09",BRC0011B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Cinzas,g,"1,16","0,07","0,03",BRC0011B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Ácidos graxos saturados,g,"0,07","0,00","0,00",BRC0011B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0011B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,01","0,00",BRC0011B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Cálcio,mg,"30,4","1,83","0,91",BRC0011B,Nome não encontrado
Ferro,mg,"0,87","0,05","0,03",BRC0011B,Nome não encontrado
Sódio,mg,"2,76","0,17","0,08",BRC0011B,Nome não encontrado
Magnésio,mg,"16,7","1,00","0,50",BRC0011B,Nome não encontrado
Fósforo,mg,"46,6","2,80","1,40",BRC0011B,Nome não encontrado
Potássio,mg,433,"26,0","13,0",BRC0011B,Nome não encontrado
Manganês,mg,"0,20","0,01","0,01",BRC0011B,Nome não encontrado
Zinco,mg,"0,34","0,02","0,01",BRC0011B,Nome não encontrado
Cobre,mg,"0,12","0,01","0,00",BRC0011B,Nome não encontrado
Selênio,mcg,"1,30","0,08","0,04",BRC0011B,Nome não encontrado
Vitamina A (RE),mcg,577,"34,7","17,3",BRC0011B,Nome não encontrado
Vitamina A (RAE),mcg,288,"17,3","8,66",BRC0011B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,18","0,13","0,07",BRC0011B,Nome não encontrado
Tiamina,mg,"0,13","0,01","0,00",BRC0011B,Nome não encontrado
Riboflavina,mg,"0,21","0,01","0,01",BRC0011B,Nome não encontrado
Niacina,mg,"0,74","0,04","0,02",BRC0011B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0011B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Vitamina C,mg,"1,98","0,12","0,06",BRC0011B,Nome não encontrado
Equivalente de folato,mcg,110,"6,60","3,30",BRC0011B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
Proteína vegetal,g,"1,78","0,11","0,05",BRC0011B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0011B,Nome não encontrado
