componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1541,246,BRC0024N,Nome não encontrado
Energia,kcal,363,58,BRC0024N,Nome não encontrado
Umidade,g,"7,36","1,18",BRC0024N,Nome não encontrado
Carboidrato total,g,"89,7","14,4",BRC0024N,Nome não encontrado
Carboidrato disponível,g,"88,4","14,1",BRC0024N,Nome não encontrado
Proteína,g,"1,11","0,18",BRC0024N,Nome não encontrado
Lipídios,g,"0,23","0,04",BRC0024N,Nome não encontrado
Fibra alimentar,g,"1,28","0,20",BRC0024N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0024N,Nome não encontrado
Cinzas,g,"1,61","0,26",BRC0024N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0024N,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01",BRC0024N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,01",BRC0024N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,02",BRC0024N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0024N,Nome não encontrado
Cálcio,mg,"50,7","8,11",BRC0024N,Nome não encontrado
Ferro,mg,"0,05","0,01",BRC0024N,Nome não encontrado
Sódio,mg,1824,291,BRC0024N,Nome não encontrado
Magnésio,mg,"17,6","2,81",BRC0024N,Nome não encontrado
Fósforo,mg,"12,4","1,99",BRC0024N,Nome não encontrado
Potássio,mg,"18,6","2,98",BRC0024N,Nome não encontrado
Manganês,mg,,,BRC0024N,Nome não encontrado
Zinco,mg,"0,20","0,03",BRC0024N,Nome não encontrado
Cobre,mg,,,BRC0024N,Nome não encontrado
Selênio,mcg,,,BRC0024N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0024N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0024N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0024N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12","0,02",BRC0024N,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0024N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0024N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0024N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0024N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0024N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0024N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0024N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0024N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0024N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0024N,Nome não encontrado
Proteína vegetal,g,"1,11","0,18",BRC0024N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0024N,Nome não encontrado
