componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,145,36,BRC0202B,Nome não encontrado
Energia,kcal,35,8,BRC0202B,Nome não encontrado
Umidade,g,"91,4","22,8",BRC0202B,Nome não encontrado
Carboidrato total,g,"4,73","1,18",BRC0202B,Nome não encontrado
Carboidrato disponível,g,"3,48","0,87",BRC0202B,Nome não encontrado
Proteína,g,"1,60","0,40",BRC0202B,Nome não encontrado
Lipídios,g,"1,32","0,33",BRC0202B,Nome não encontrado
Fibra alimentar,g,"1,26","0,31",BRC0202B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0202B,Nome não encontrado
Cinzas,g,"0,99","0,25",BRC0202B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0202B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,05",BRC0202B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,07",BRC0202B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,19",BRC0202B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0202B,Nome não encontrado
Cálcio,mg,"43,9","11,0",BRC0202B,Nome não encontrado
Ferro,mg,"0,29","0,07",BRC0202B,Nome não encontrado
Sódio,mg,129,"32,3",BRC0202B,Nome não encontrado
Magnésio,mg,"11,2","2,81",BRC0202B,Nome não encontrado
Fósforo,mg,"43,7","10,9",BRC0202B,Nome não encontrado
Potássio,mg,255,"63,8",BRC0202B,Nome não encontrado
Manganês,mg,"0,12","0,03",BRC0202B,Nome não encontrado
Zinco,mg,"0,33","0,08",BRC0202B,Nome não encontrado
Cobre,mg,"0,11","0,03",BRC0202B,Nome não encontrado
Selênio,mcg,"0,83","0,21",BRC0202B,Nome não encontrado
Vitamina A (RE),mcg,"67,8","17,0",BRC0202B,Nome não encontrado
Vitamina A (RAE),mcg,"33,9","8,48",BRC0202B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0202B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,16","0,29",BRC0202B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0202B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0202B,Nome não encontrado
Niacina,mg,traços,traços,BRC0202B,Nome não encontrado
Vitamina B6,mg,"0,15","0,04",BRC0202B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0202B,Nome não encontrado
Vitamina C,mg,"14,0","3,49",BRC0202B,Nome não encontrado
Equivalente de folato,mcg,"5,89","1,47",BRC0202B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0202B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0202B,Nome não encontrado
Gordura de adição,g,-,-,BRC0202B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0202B,Nome não encontrado
Proteína animal,g,-,-,BRC0202B,Nome não encontrado
