componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,1197,1077,BRC0225A,Nome não encontrado
Energia,kcal,285,256,BRC0225A,Nome não encontrado
Umidade,g,"41,4","37,3",BRC0225A,Nome não encontrado
Carboidrato total,g,"28,9","26,0",BRC0225A,Nome não encontrado
Carboidrato disponível,g,"26,9","24,2",BRC0225A,Nome não encontrado
Proteína,g,"14,1","12,7",BRC0225A,Nome não encontrado
Lipídios,g,"13,1","11,8",BRC0225A,Nome não encontrado
Fibra alimentar,g,"1,98","1,78",BRC0225A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0225A,Nome não encontrado
Cinzas,g,"2,48","2,23",BRC0225A,Nome não encontrado
Colesterol,mg,"37,1","33,4",BRC0225A,Nome não encontrado
Ácidos graxos saturados,g,"6,31","5,68",BRC0225A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,56","3,20",BRC0225A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,15","1,04",BRC0225A,Nome não encontrado
Ácidos graxos trans,g,"0,37","0,33",BRC0225A,Nome não encontrado
Cálcio,mg,332,298,BRC0225A,Nome não encontrado
Ferro,mg,"2,17","1,95",BRC0225A,Nome não encontrado
Sódio,mg,374,336,BRC0225A,Nome não encontrado
Magnésio,mg,"27,0","24,3",BRC0225A,Nome não encontrado
Fósforo,mg,249,224,BRC0225A,Nome não encontrado
Potássio,mg,225,202,BRC0225A,Nome não encontrado
Manganês,mg,"0,23","0,21",BRC0225A,Nome não encontrado
Zinco,mg,"1,90","1,71",BRC0225A,Nome não encontrado
Cobre,mg,"0,12","0,11",BRC0225A,Nome não encontrado
Selênio,mcg,"9,96","8,96",BRC0225A,Nome não encontrado
Vitamina A (RE),mcg,112,100,BRC0225A,Nome não encontrado
Vitamina A (RAE),mcg,"83,9","75,5",BRC0225A,Nome não encontrado
Vitamina D,mcg,"0,31","0,28",BRC0225A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,75","0,68",BRC0225A,Nome não encontrado
Tiamina,mg,traços,traços,BRC0225A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0225A,Nome não encontrado
Niacina,mg,"0,42","0,38",BRC0225A,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0225A,Nome não encontrado
Vitamina B12,mcg,"0,58","0,52",BRC0225A,Nome não encontrado
Vitamina C,mg,"8,24","7,42",BRC0225A,Nome não encontrado
Equivalente de folato,mcg,"72,9","65,6",BRC0225A,Nome não encontrado
Sal de adição,g,"0,40","0,36",BRC0225A,Nome não encontrado
Açúcar de adição,g,"1,24","1,12",BRC0225A,Nome não encontrado
Gordura de adição,g,"2,42","2,18",BRC0225A,Nome não encontrado
Proteína vegetal,g,"4,12","3,71",BRC0225A,Nome não encontrado
Proteína animal,g,"9,96","8,96",BRC0225A,Nome não encontrado
