componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,742,667,BRC0607B,Nome não encontrado
Energia,kcal,179,161,BRC0607B,Nome não encontrado
Umidade,g,"71,0","63,9",BRC0607B,Nome não encontrado
Carboidrato total,g,"5,91","5,31",BRC0607B,Nome não encontrado
Carboidrato disponível,g,"3,45","3,10",BRC0607B,Nome não encontrado
Proteína,g,"6,78","6,10",BRC0607B,Nome não encontrado
Lipídios,g,"14,8","13,3",BRC0607B,Nome não encontrado
Fibra alimentar,g,"2,46","2,21",BRC0607B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0607B,Nome não encontrado
Cinzas,g,"1,47","1,32",BRC0607B,Nome não encontrado
Colesterol,mg,"13,3","12,0",BRC0607B,Nome não encontrado
Ácidos graxos saturados,g,"3,63","3,27",BRC0607B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,05","2,74",BRC0607B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,64","6,88",BRC0607B,Nome não encontrado
Ácidos graxos trans,g,"0,16","0,14",BRC0607B,Nome não encontrado
Cálcio,mg,195,176,BRC0607B,Nome não encontrado
Ferro,mg,"0,83","0,75",BRC0607B,Nome não encontrado
Sódio,mg,"28,2","25,4",BRC0607B,Nome não encontrado
Magnésio,mg,"79,8","71,8",BRC0607B,Nome não encontrado
Fósforo,mg,102,"91,9",BRC0607B,Nome não encontrado
Potássio,mg,203,183,BRC0607B,Nome não encontrado
Manganês,mg,"0,86","0,77",BRC0607B,Nome não encontrado
Zinco,mg,"0,91","0,81",BRC0607B,Nome não encontrado
Cobre,mg,"0,14","0,13",BRC0607B,Nome não encontrado
Selênio,mcg,"3,28","2,95",BRC0607B,Nome não encontrado
Vitamina A (RE),mcg,289,260,BRC0607B,Nome não encontrado
Vitamina A (RAE),mcg,279,251,BRC0607B,Nome não encontrado
Vitamina D,mcg,"0,45","0,41",BRC0607B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,14",BRC0607B,Nome não encontrado
Tiamina,mg,"0,11","0,10",BRC0607B,Nome não encontrado
Riboflavina,mg,"0,11","0,10",BRC0607B,Nome não encontrado
Niacina,mg,"0,16","0,14",BRC0607B,Nome não encontrado
Vitamina B6,mg,"0,08","0,08",BRC0607B,Nome não encontrado
Vitamina B12,mcg,"0,30","0,27",BRC0607B,Nome não encontrado
Vitamina C,mg,"5,57","5,02",BRC0607B,Nome não encontrado
Equivalente de folato,mcg,"9,98","8,98",BRC0607B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0607B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0607B,Nome não encontrado
Gordura de adição,g,-,-,BRC0607B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0607B,Nome não encontrado
Proteína animal,g,-,-,BRC0607B,Nome não encontrado
