componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,547,328,218,BRC0864B,Nome não encontrado
Energia,kcal,130,78,52,BRC0864B,Nome não encontrado
Umidade,g,"71,5","42,9","28,6",BRC0864B,Nome não encontrado
Carboidrato total,g,"19,5","11,7","7,81",BRC0864B,Nome não encontrado
Carboidrato disponível,g,"17,8","10,7","7,12",BRC0864B,Nome não encontrado
Proteína,g,"2,40","1,44","0,96",BRC0864B,Nome não encontrado
Lipídios,g,"5,13","3,08","2,05",BRC0864B,Nome não encontrado
Fibra alimentar,g,"1,71","1,03","0,68",BRC0864B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Cinzas,g,"1,48","0,89","0,59",BRC0864B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Ácidos graxos saturados,g,"0,78","0,47","0,31",BRC0864B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,69","2,21","1,48",BRC0864B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,59","0,35","0,24",BRC0864B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Cálcio,mg,"9,22","5,53","3,69",BRC0864B,Nome não encontrado
Ferro,mg,"0,61","0,37","0,24",BRC0864B,Nome não encontrado
Sódio,mg,188,112,"75,2",BRC0864B,Nome não encontrado
Magnésio,mg,"18,4","11,0","7,36",BRC0864B,Nome não encontrado
Fósforo,mg,"51,4","30,9","20,6",BRC0864B,Nome não encontrado
Potássio,mg,519,311,207,BRC0864B,Nome não encontrado
Manganês,mg,"0,16","0,10","0,06",BRC0864B,Nome não encontrado
Zinco,mg,"0,33","0,20","0,13",BRC0864B,Nome não encontrado
Cobre,mg,"0,13","0,08","0,05",BRC0864B,Nome não encontrado
Selênio,mcg,"0,37","0,22","0,15",BRC0864B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Vitamina A (RAE),mcg,"0,52","0,31","0,21",BRC0864B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71","0,42","0,28",BRC0864B,Nome não encontrado
Tiamina,mg,"0,10","0,06","0,04",BRC0864B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0864B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0864B,Nome não encontrado
Vitamina B6,mg,"0,18","0,11","0,07",BRC0864B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Vitamina C,mg,"33,0","19,8","13,2",BRC0864B,Nome não encontrado
Equivalente de folato,mcg,"15,7","9,42","6,28",BRC0864B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0864B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0864B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0864B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0864B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0864B,Nome não encontrado
