componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,632,BRC0301C,Nome não encontrado
Energia,kcal,151,BRC0301C,Nome não encontrado
Umidade,g,"68,3",BRC0301C,Nome não encontrado
Carboidrato total,g,"23,3",BRC0301C,Nome não encontrado
Carboidrato disponível,g,"20,7",BRC0301C,Nome não encontrado
Proteína,g,"1,47",BRC0301C,Nome não encontrado
Lipídios,g,"6,34",BRC0301C,Nome não encontrado
Fibra alimentar,g,"2,61",BRC0301C,Nome não encontrado
Álcool,g,"0,00",BRC0301C,Nome não encontrado
Cinzas,g,"0,63",BRC0301C,Nome não encontrado
Colesterol,mg,"3,36",BRC0301C,Nome não encontrado
Ácidos graxos saturados,g,"3,64",BRC0301C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,04",BRC0301C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,26",BRC0301C,Nome não encontrado
Ácidos graxos trans,g,"0,06",BRC0301C,Nome não encontrado
Cálcio,mg,"45,9",BRC0301C,Nome não encontrado
Ferro,mg,"0,56",BRC0301C,Nome não encontrado
Sódio,mg,"14,0",BRC0301C,Nome não encontrado
Magnésio,mg,"18,3",BRC0301C,Nome não encontrado
Fósforo,mg,"51,8",BRC0301C,Nome não encontrado
Potássio,mg,140,BRC0301C,Nome não encontrado
Manganês,mg,"0,09",BRC0301C,Nome não encontrado
Zinco,mg,"0,25",BRC0301C,Nome não encontrado
Cobre,mg,"0,12",BRC0301C,Nome não encontrado
Selênio,mcg,"0,90",BRC0301C,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0301C,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0301C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0301C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26",BRC0301C,Nome não encontrado
Tiamina,mg,"0,03",BRC0301C,Nome não encontrado
Riboflavina,mg,"0,04",BRC0301C,Nome não encontrado
Niacina,mg,"0,13",BRC0301C,Nome não encontrado
Vitamina B6,mg,"0,12",BRC0301C,Nome não encontrado
Vitamina B12,mcg,"0,15",BRC0301C,Nome não encontrado
Vitamina C,mg,"1,45",BRC0301C,Nome não encontrado
Equivalente de folato,mcg,"4,81",BRC0301C,Nome não encontrado
Sal de adição,g,,BRC0301C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0301C,Nome não encontrado
Gordura de adição,g,-,BRC0301C,Nome não encontrado
Proteína vegetal,g,-,BRC0301C,Nome não encontrado
Proteína animal,g,-,BRC0301C,Nome não encontrado
