componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,2002,1000,BRC0804A,Nome não encontrado
Energia,kcal,478,238,BRC0804A,Nome não encontrado
Umidade,g,"2,50","1,25",BRC0804A,Nome não encontrado
Carboidrato total,g,"66,8","33,4",BRC0804A,Nome não encontrado
Carboidrato disponível,g,"63,4","31,7",BRC0804A,Nome não encontrado
Proteína,g,"7,70","3,85",BRC0804A,Nome não encontrado
Lipídios,g,"20,7","10,4",BRC0804A,Nome não encontrado
Fibra alimentar,g,"3,40","1,70",BRC0804A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0804A,Nome não encontrado
Cinzas,g,"2,30","1,15",BRC0804A,Nome não encontrado
Colesterol,mg,"1,00","0,50",BRC0804A,Nome não encontrado
Ácidos graxos saturados,g,"9,08","4,54",BRC0804A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,80","3,90",BRC0804A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,60","1,30",BRC0804A,Nome não encontrado
Ácidos graxos trans,g,"0,16","0,08",BRC0804A,Nome não encontrado
Cálcio,mg,"41,0","20,5",BRC0804A,Nome não encontrado
Ferro,mg,"1,12","0,56",BRC0804A,Nome não encontrado
Sódio,mg,609,304,BRC0804A,Nome não encontrado
Magnésio,mg,"24,0","12,0",BRC0804A,Nome não encontrado
Fósforo,mg,198,"99,0",BRC0804A,Nome não encontrado
Potássio,mg,156,"78,0",BRC0804A,Nome não encontrado
Manganês,mg,"0,95","0,48",BRC0804A,Nome não encontrado
Zinco,mg,"0,81","0,41",BRC0804A,Nome não encontrado
Cobre,mg,"0,14","0,07",BRC0804A,Nome não encontrado
Selênio,mcg,"17,4","8,70",BRC0804A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0804A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0804A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0804A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,13","2,07",BRC0804A,Nome não encontrado
Tiamina,mg,"0,18","0,09",BRC0804A,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0804A,Nome não encontrado
Niacina,mg,"0,40","0,20",BRC0804A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0804A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0804A,Nome não encontrado
Vitamina C,mg,"6,00","3,00",BRC0804A,Nome não encontrado
Equivalente de folato,mcg,"29,0","14,5",BRC0804A,Nome não encontrado
Sal de adição,g,,traços,BRC0804A,Nome não encontrado
Açúcar de adição,g,,traços,BRC0804A,Nome não encontrado
Gordura de adição,g,,traços,BRC0804A,Nome não encontrado
Proteína vegetal,g,"7,70","3,85",BRC0804A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0804A,Nome não encontrado
