componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1849,277,BRC0042R,Nome não encontrado
Energia,kcal,438,65,BRC0042R,Nome não encontrado
Umidade,g,"1,14","0,17",BRC0042R,Nome não encontrado
Carboidrato total,g,"83,8","12,6",BRC0042R,Nome não encontrado
Carboidrato disponível,g,"82,3","12,3",BRC0042R,Nome não encontrado
Proteína,g,"5,71","0,86",BRC0042R,Nome não encontrado
Lipídios,g,"9,22","1,38",BRC0042R,Nome não encontrado
Fibra alimentar,g,"1,54","0,23",BRC0042R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0042R,Nome não encontrado
Cinzas,g,"0,12","0,02",BRC0042R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Ácidos graxos saturados,g,"1,32","0,20",BRC0042R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,69","0,55",BRC0042R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,29","0,49",BRC0042R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0042R,Nome não encontrado
Cálcio,mg,"1,99","0,30",BRC0042R,Nome não encontrado
Ferro,mg,"0,08","0,01",BRC0042R,Nome não encontrado
Sódio,mg,1326,198,BRC0042R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Fósforo,mg,748,112,BRC0042R,Nome não encontrado
Potássio,mg,"7,97","1,19",BRC0042R,Nome não encontrado
Manganês,mg,,,BRC0042R,Nome não encontrado
Zinco,mg,"0,05","0,01",BRC0042R,Nome não encontrado
Cobre,mg,,,BRC0042R,Nome não encontrado
Selênio,mcg,,,BRC0042R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0042R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0042R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0042R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0042R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Vitamina B12,mcg,"0,01","0,00",BRC0042R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0042R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0042R,Nome não encontrado
Sal de adição,g,,,BRC0042R,Nome não encontrado
Açúcar de adição,g,,,BRC0042R,Nome não encontrado
Gordura de adição,g,,,BRC0042R,Nome não encontrado
Proteína vegetal,g,,,BRC0042R,Nome não encontrado
Proteína animal,g,,,BRC0042R,Nome não encontrado
