componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,440,396,BRC0692B,Nome não encontrado
Energia,kcal,106,95,BRC0692B,Nome não encontrado
Umidade,g,"78,8","70,9",BRC0692B,Nome não encontrado
Carboidrato total,g,"4,12","3,71",BRC0692B,Nome não encontrado
Carboidrato disponível,g,"1,96","1,77",BRC0692B,Nome não encontrado
Proteína,g,"9,63","8,66",BRC0692B,Nome não encontrado
Lipídios,g,"6,11","5,50",BRC0692B,Nome não encontrado
Fibra alimentar,g,"2,16","1,94",BRC0692B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0692B,Nome não encontrado
Cinzas,g,"1,33","1,20",BRC0692B,Nome não encontrado
Colesterol,mg,"26,4","23,7",BRC0692B,Nome não encontrado
Ácidos graxos saturados,g,"2,76","2,48",BRC0692B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,77","1,59",BRC0692B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,03","0,93",BRC0692B,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,14",BRC0692B,Nome não encontrado
Cálcio,mg,102,"92,1",BRC0692B,Nome não encontrado
Ferro,mg,"0,74","0,67",BRC0692B,Nome não encontrado
Sódio,mg,173,156,BRC0692B,Nome não encontrado
Magnésio,mg,"19,2","17,3",BRC0692B,Nome não encontrado
Fósforo,mg,118,106,BRC0692B,Nome não encontrado
Potássio,mg,249,224,BRC0692B,Nome não encontrado
Manganês,mg,"0,09","0,08",BRC0692B,Nome não encontrado
Zinco,mg,"2,30","2,07",BRC0692B,Nome não encontrado
Cobre,mg,"0,08","0,07",BRC0692B,Nome não encontrado
Selênio,mcg,"1,14","1,02",BRC0692B,Nome não encontrado
Vitamina A (RE),mcg,"25,2","22,7",BRC0692B,Nome não encontrado
Vitamina A (RAE),mcg,"12,9","11,6",BRC0692B,Nome não encontrado
Vitamina D,mcg,"0,03","0,02",BRC0692B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,36",BRC0692B,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0692B,Nome não encontrado
Riboflavina,mg,"0,11","0,10",BRC0692B,Nome não encontrado
Niacina,mg,"0,92","0,82",BRC0692B,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0692B,Nome não encontrado
Vitamina B12,mcg,"1,06","0,95",BRC0692B,Nome não encontrado
Vitamina C,mg,"3,07","2,76",BRC0692B,Nome não encontrado
Equivalente de folato,mcg,"11,8","10,6",BRC0692B,Nome não encontrado
Sal de adição,g,"0,47","0,42",BRC0692B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0692B,Nome não encontrado
Gordura de adição,g,-,-,BRC0692B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0692B,Nome não encontrado
Proteína animal,g,-,-,BRC0692B,Nome não encontrado
