componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,124,111,BRC0977B,Nome não encontrado
Energia,kcal,30,26,BRC0977B,Nome não encontrado
Umidade,g,"92,0","82,8",BRC0977B,Nome não encontrado
Carboidrato total,g,"5,41","4,87",BRC0977B,Nome não encontrado
Carboidrato disponível,g,"3,38","3,04",BRC0977B,Nome não encontrado
Proteína,g,"0,82","0,73",BRC0977B,Nome não encontrado
Lipídios,g,"0,98","0,88",BRC0977B,Nome não encontrado
Fibra alimentar,g,"2,03","1,83",BRC0977B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0977B,Nome não encontrado
Cinzas,g,"0,74","0,66",BRC0977B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0977B,Nome não encontrado
Ácidos graxos saturados,g,"0,13","0,12",BRC0977B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,62","0,55",BRC0977B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,13",BRC0977B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0977B,Nome não encontrado
Cálcio,mg,"16,8","15,1",BRC0977B,Nome não encontrado
Ferro,mg,"0,21","0,19",BRC0977B,Nome não encontrado
Sódio,mg,131,118,BRC0977B,Nome não encontrado
Magnésio,mg,"9,79","8,81",BRC0977B,Nome não encontrado
Fósforo,mg,"22,1","19,9",BRC0977B,Nome não encontrado
Potássio,mg,216,194,BRC0977B,Nome não encontrado
Manganês,mg,"0,08","0,07",BRC0977B,Nome não encontrado
Zinco,mg,"0,19","0,17",BRC0977B,Nome não encontrado
Cobre,mg,"0,02","0,02",BRC0977B,Nome não encontrado
Selênio,mcg,"0,23","0,21",BRC0977B,Nome não encontrado
Vitamina A (RE),mcg,472,424,BRC0977B,Nome não encontrado
Vitamina A (RAE),mcg,236,212,BRC0977B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0977B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,95","0,85",BRC0977B,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0977B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0977B,Nome não encontrado
Niacina,mg,"1,23","1,11",BRC0977B,Nome não encontrado
Vitamina B6,mg,"0,07","0,06",BRC0977B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0977B,Nome não encontrado
Vitamina C,mg,"1,89","1,70",BRC0977B,Nome não encontrado
Equivalente de folato,mcg,"11,4","10,3",BRC0977B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0977B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0977B,Nome não encontrado
Gordura de adição,g,-,-,BRC0977B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0977B,Nome não encontrado
Proteína animal,g,-,-,BRC0977B,Nome não encontrado
