componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,483,482,BRC0123F,Nome não encontrado
Energia,kcal,115,115,BRC0123F,Nome não encontrado
Umidade,g,"76,4","76,4",BRC0123F,Nome não encontrado
Carboidrato total,g,"0,02","0,02",BRC0123F,Nome não encontrado
Carboidrato disponível,g,"0,02","0,02",BRC0123F,Nome não encontrado
Proteína,g,"17,8","17,8",BRC0123F,Nome não encontrado
Lipídios,g,"4,86","4,86",BRC0123F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0123F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0123F,Nome não encontrado
Cinzas,g,"0,89","0,89",BRC0123F,Nome não encontrado
Colesterol,mg,"90,6","90,6",BRC0123F,Nome não encontrado
Ácidos graxos saturados,g,"1,60","1,60",BRC0123F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,10","2,10",BRC0123F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,80",BRC0123F,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0123F,Nome não encontrado
Cálcio,mg,"7,97","7,97",BRC0123F,Nome não encontrado
Ferro,mg,"0,78","0,78",BRC0123F,Nome não encontrado
Sódio,mg,"98,4","98,4",BRC0123F,Nome não encontrado
Magnésio,mg,"27,2","27,2",BRC0123F,Nome não encontrado
Fósforo,mg,196,196,BRC0123F,Nome não encontrado
Potássio,mg,291,291,BRC0123F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0123F,Nome não encontrado
Zinco,mg,"2,24","2,24",BRC0123F,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0123F,Nome não encontrado
Selênio,mcg,,,BRC0123F,Nome não encontrado
Vitamina A (RE),mcg,"11,7","11,7",BRC0123F,Nome não encontrado
Vitamina A (RAE),mcg,"11,7","11,7",BRC0123F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0123F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,21",BRC0123F,Nome não encontrado
Tiamina,mg,"0,17","0,17",BRC0123F,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0123F,Nome não encontrado
Niacina,mg,"3,53","3,53",BRC0123F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0123F,Nome não encontrado
Vitamina B12,mcg,"0,57","0,57",BRC0123F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0123F,Nome não encontrado
Equivalente de folato,mcg,"4,00","4,00",BRC0123F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0123F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0123F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0123F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0123F,Nome não encontrado
Proteína animal,g,"17,8","17,8",BRC0123F,Nome não encontrado
