componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1055,1160,BRC0843B,Nome não encontrado
Energia,kcal,248,273,BRC0843B,Nome não encontrado
Umidade,g,"37,2","40,9",BRC0843B,Nome não encontrado
Carboidrato total,g,"61,9","68,0",BRC0843B,Nome não encontrado
Carboidrato disponível,g,"60,9","67,0",BRC0843B,Nome não encontrado
Proteína,g,"0,60","0,66",BRC0843B,Nome não encontrado
Lipídios,g,"0,05","0,06",BRC0843B,Nome não encontrado
Fibra alimentar,g,"0,96","1,06",BRC0843B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0843B,Nome não encontrado
Cinzas,g,"0,33","0,37",BRC0843B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0843B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,02",BRC0843B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0843B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0843B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0843B,Nome não encontrado
Cálcio,mg,"24,0","26,5",BRC0843B,Nome não encontrado
Ferro,mg,"0,52","0,57",BRC0843B,Nome não encontrado
Sódio,mg,"1,53","1,68",BRC0843B,Nome não encontrado
Magnésio,mg,"11,7","12,8",BRC0843B,Nome não encontrado
Fósforo,mg,"11,5","12,7",BRC0843B,Nome não encontrado
Potássio,mg,118,130,BRC0843B,Nome não encontrado
Manganês,mg,"0,36","0,39",BRC0843B,Nome não encontrado
Zinco,mg,"0,06","0,06",BRC0843B,Nome não encontrado
Cobre,mg,"0,02","0,03",BRC0843B,Nome não encontrado
Selênio,mcg,"0,05","0,05",BRC0843B,Nome não encontrado
Vitamina A (RE),mcg,"6,40","7,04",BRC0843B,Nome não encontrado
Vitamina A (RAE),mcg,"3,27","3,60",BRC0843B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0843B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,03",BRC0843B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0843B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0843B,Nome não encontrado
Niacina,mg,"0,01","0,01",BRC0843B,Nome não encontrado
Vitamina B6,mg,"0,03","0,04",BRC0843B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0843B,Nome não encontrado
Vitamina C,mg,"2,83","3,11",BRC0843B,Nome não encontrado
Equivalente de folato,mcg,"5,78","6,36",BRC0843B,Nome não encontrado
Sal de adição,g,,,BRC0843B,Nome não encontrado
Açúcar de adição,g,,,BRC0843B,Nome não encontrado
Gordura de adição,g,-,-,BRC0843B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0843B,Nome não encontrado
Proteína animal,g,-,-,BRC0843B,Nome não encontrado
