componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,522,312,208,BRC0862B,Nome não encontrado
Energia,kcal,124,74,49,BRC0862B,Nome não encontrado
Umidade,g,"72,2","43,3","28,9",BRC0862B,Nome não encontrado
Carboidrato total,g,"19,5","11,7","7,81",BRC0862B,Nome não encontrado
Carboidrato disponível,g,"17,8","10,7","7,12",BRC0862B,Nome não encontrado
Proteína,g,"2,42","1,45","0,97",BRC0862B,Nome não encontrado
Lipídios,g,"4,44","2,66","1,78",BRC0862B,Nome não encontrado
Fibra alimentar,g,"1,71","1,03","0,68",BRC0862B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0862B,Nome não encontrado
Cinzas,g,"1,46","0,88","0,58",BRC0862B,Nome não encontrado
Colesterol,mg,"10,8","6,48","4,32",BRC0862B,Nome não encontrado
Ácidos graxos saturados,g,"2,64","1,58","1,05",BRC0862B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,12","0,67","0,45",BRC0862B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,06","0,04",BRC0862B,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,09","0,06",BRC0862B,Nome não encontrado
Cálcio,mg,"9,40","5,64","3,76",BRC0862B,Nome não encontrado
Ferro,mg,"0,58","0,35","0,23",BRC0862B,Nome não encontrado
Sódio,mg,180,108,"72,1",BRC0862B,Nome não encontrado
Magnésio,mg,"18,5","11,1","7,39",BRC0862B,Nome não encontrado
Fósforo,mg,"51,8","31,1","20,7",BRC0862B,Nome não encontrado
Potássio,mg,519,311,207,BRC0862B,Nome não encontrado
Manganês,mg,"0,16","0,10","0,06",BRC0862B,Nome não encontrado
Zinco,mg,"0,33","0,20","0,13",BRC0862B,Nome não encontrado
Cobre,mg,"0,13","0,08","0,05",BRC0862B,Nome não encontrado
Selênio,mcg,"0,43","0,26","0,17",BRC0862B,Nome não encontrado
Vitamina A (RE),mcg,"52,6","31,5","21,0",BRC0862B,Nome não encontrado
Vitamina A (RAE),mcg,"52,4","31,4","21,0",BRC0862B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0862B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,06","0,04",BRC0862B,Nome não encontrado
Tiamina,mg,"0,10","0,06","0,04",BRC0862B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0862B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0862B,Nome não encontrado
Vitamina B6,mg,"0,18","0,11","0,07",BRC0862B,Nome não encontrado
Vitamina B12,mcg,"0,01","0,01","0,00",BRC0862B,Nome não encontrado
Vitamina C,mg,"33,0","19,8","13,2",BRC0862B,Nome não encontrado
Equivalente de folato,mcg,"15,9","9,51","6,34",BRC0862B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0862B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0862B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0862B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0862B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0862B,Nome não encontrado
