componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),codigo_alimento,nome_alimento
Energia,kJ,663,397,298,BRC0624A,Nome não encontrado
Energia,kcal,158,95,71,BRC0624A,Nome não encontrado
Umidade,g,"68,5","41,1","30,8",BRC0624A,Nome não encontrado
Carboidrato total,g,"11,2","6,73","5,05",BRC0624A,Nome não encontrado
Carboidrato disponível,g,"10,6","6,35","4,76",BRC0624A,Nome não encontrado
Proteína,g,"11,1","6,67","5,00",BRC0624A,Nome não encontrado
Lipídios,g,"7,42","4,45","3,34",BRC0624A,Nome não encontrado
Fibra alimentar,g,"0,65","0,39","0,29",BRC0624A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0624A,Nome não encontrado
Cinzas,g,"1,76","1,06","0,79",BRC0624A,Nome não encontrado
Colesterol,mg,"70,5","42,3","31,7",BRC0624A,Nome não encontrado
Ácidos graxos saturados,g,"2,83","1,70","1,27",BRC0624A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,99","1,80","1,35",BRC0624A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,45","0,34",BRC0624A,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,08","0,06",BRC0624A,Nome não encontrado
Cálcio,mg,"71,3","42,8","32,1",BRC0624A,Nome não encontrado
Ferro,mg,"6,07","3,64","2,73",BRC0624A,Nome não encontrado
Sódio,mg,413,248,186,BRC0624A,Nome não encontrado
Magnésio,mg,"25,6","15,4","11,5",BRC0624A,Nome não encontrado
Fósforo,mg,115,"69,3","52,0",BRC0624A,Nome não encontrado
Potássio,mg,153,"91,9","68,9",BRC0624A,Nome não encontrado
Manganês,mg,"0,61","0,37","0,27",BRC0624A,Nome não encontrado
Zinco,mg,"1,33","0,80","0,60",BRC0624A,Nome não encontrado
Cobre,mg,"0,49","0,29","0,22",BRC0624A,Nome não encontrado
Selênio,mcg,"11,0","6,58","4,93",BRC0624A,Nome não encontrado
Vitamina A (RE),mcg,"29,6","17,8","13,3",BRC0624A,Nome não encontrado
Vitamina A (RAE),mcg,"43,8","26,3","19,7",BRC0624A,Nome não encontrado
Vitamina D,mcg,"0,04","0,02","0,02",BRC0624A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,30","0,23",BRC0624A,Nome não encontrado
Tiamina,mg,"0,04","0,02","0,02",BRC0624A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,03",BRC0624A,Nome não encontrado
Niacina,mg,"0,79","0,47","0,35",BRC0624A,Nome não encontrado
Vitamina B6,mg,"0,10","0,06","0,05",BRC0624A,Nome não encontrado
Vitamina B12,mcg,"5,24","3,15","2,36",BRC0624A,Nome não encontrado
Vitamina C,mg,"3,88","2,33","1,75",BRC0624A,Nome não encontrado
Equivalente de folato,mcg,"11,0","6,62","4,97",BRC0624A,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,21",BRC0624A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0624A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0624A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0624A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0624A,Nome não encontrado
