componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (150 g),codigo_alimento,nome_alimento
Energia,kJ,712,1068,BRC0202T,Nome não encontrado
Energia,kcal,171,256,BRC0202T,Nome não encontrado
Umidade,g,"68,2",102,BRC0202T,Nome não encontrado
Carboidrato total,g,"9,42","14,1",BRC0202T,Nome não encontrado
Carboidrato disponível,g,"6,97","10,5",BRC0202T,Nome não encontrado
Proteína,g,"11,6","17,4",BRC0202T,Nome não encontrado
Lipídios,g,"10,2","15,3",BRC0202T,Nome não encontrado
Fibra alimentar,g,"2,45","3,68",BRC0202T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0202T,Nome não encontrado
Cinzas,g,"0,59","0,89",BRC0202T,Nome não encontrado
Colesterol,mg,"31,0","46,4",BRC0202T,Nome não encontrado
Ácidos graxos saturados,g,"3,49","5,24",BRC0202T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,70","5,55",BRC0202T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,81","2,72",BRC0202T,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,18",BRC0202T,Nome não encontrado
Cálcio,mg,"33,0","49,4",BRC0202T,Nome não encontrado
Ferro,mg,"1,65","2,48",BRC0202T,Nome não encontrado
Sódio,mg,104,156,BRC0202T,Nome não encontrado
Magnésio,mg,"24,5","36,8",BRC0202T,Nome não encontrado
Fósforo,mg,101,151,BRC0202T,Nome não encontrado
Potássio,mg,274,412,BRC0202T,Nome não encontrado
Manganês,mg,"0,10","0,15",BRC0202T,Nome não encontrado
Zinco,mg,"2,21","3,32",BRC0202T,Nome não encontrado
Cobre,mg,"0,26","0,39",BRC0202T,Nome não encontrado
Selênio,mcg,"1,33","2,00",BRC0202T,Nome não encontrado
Vitamina A (RE),mcg,"42,6","63,9",BRC0202T,Nome não encontrado
Vitamina A (RAE),mcg,"24,6","36,9",BRC0202T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0202T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","0,90",BRC0202T,Nome não encontrado
Tiamina,mg,"0,09","0,14",BRC0202T,Nome não encontrado
Riboflavina,mg,"0,03","0,05",BRC0202T,Nome não encontrado
Niacina,mg,"1,97","2,96",BRC0202T,Nome não encontrado
Vitamina B6,mg,"0,06","0,09",BRC0202T,Nome não encontrado
Vitamina B12,mcg,"0,93","1,40",BRC0202T,Nome não encontrado
Vitamina C,mg,"3,03","4,55",BRC0202T,Nome não encontrado
Equivalente de folato,mcg,"30,5","45,8",BRC0202T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0202T,Nome não encontrado
Açúcar de adição,g,,-,BRC0202T,Nome não encontrado
Gordura de adição,g,-,-,BRC0202T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0202T,Nome não encontrado
Proteína animal,g,-,-,BRC0202T,Nome não encontrado
