componente,unidade,Valor por 100g,Colher sopa cheia (7 g),codigo_alimento,nome_alimento
Energia,kJ,96,6,BRC0008B,Nome não encontrado
Energia,kcal,23,1,BRC0008B,Nome não encontrado
Umidade,g,"92,8","6,50",BRC0008B,Nome não encontrado
Carboidrato total,g,"2,58","0,18",BRC0008B,Nome não encontrado
Carboidrato disponível,g,"0,59","0,04",BRC0008B,Nome não encontrado
Proteína,g,"3,17","0,22",BRC0008B,Nome não encontrado
Lipídios,g,"0,45","0,03",BRC0008B,Nome não encontrado
Fibra alimentar,g,"1,98","0,14",BRC0008B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0008B,Nome não encontrado
Cinzas,g,"0,98","0,07",BRC0008B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0008B,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,01",BRC0008B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,00",BRC0008B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,16","0,01",BRC0008B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0008B,Nome não encontrado
Cálcio,mg,129,"9,08",BRC0008B,Nome não encontrado
Ferro,mg,"2,00","0,14",BRC0008B,Nome não encontrado
Sódio,mg,"10,7","0,75",BRC0008B,Nome não encontrado
Magnésio,mg,"24,1","1,69",BRC0008B,Nome não encontrado
Fósforo,mg,"60,1","4,21",BRC0008B,Nome não encontrado
Potássio,mg,244,"17,1",BRC0008B,Nome não encontrado
Manganês,mg,"0,24","0,02",BRC0008B,Nome não encontrado
Zinco,mg,"0,76","0,05",BRC0008B,Nome não encontrado
Cobre,mg,"0,14","0,01",BRC0008B,Nome não encontrado
Selênio,mcg,"0,20","0,01",BRC0008B,Nome não encontrado
Vitamina A (RE),mcg,449,"31,5",BRC0008B,Nome não encontrado
Vitamina A (RAE),mcg,224,"15,7",BRC0008B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0008B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,50","0,32",BRC0008B,Nome não encontrado
Tiamina,mg,"0,13","0,01",BRC0008B,Nome não encontrado
Riboflavina,mg,"0,27","0,02",BRC0008B,Nome não encontrado
Niacina,mg,"1,42","0,10",BRC0008B,Nome não encontrado
Vitamina B6,mg,"0,11","0,01",BRC0008B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0008B,Nome não encontrado
Vitamina C,mg,"71,4","5,00",BRC0008B,Nome não encontrado
Equivalente de folato,mcg,"13,3","0,93",BRC0008B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0008B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0008B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0008B,Nome não encontrado
Proteína vegetal,g,"3,17","0,22",BRC0008B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0008B,Nome não encontrado
