componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,192,461,317,BRC0164C,Nome não encontrado
Energia,kcal,45,108,74,BRC0164C,Nome não encontrado
Umidade,g,"88,9",213,146,BRC0164C,Nome não encontrado
Carboidrato total,g,"11,1","26,6","18,3",BRC0164C,Nome não encontrado
Carboidrato disponível,g,"11,1","26,6","18,3",BRC0164C,Nome não encontrado
Proteína,g,"0,20","0,48","0,33",BRC0164C,Nome não encontrado
Lipídios,g,traços,traços,traços,BRC0164C,Nome não encontrado
Fibra alimentar,g,"0,00","0,00","0,00",BRC0164C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0164C,Nome não encontrado
Cinzas,g,"0,15","0,36","0,24",BRC0164C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0164C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0164C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0164C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0164C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0164C,Nome não encontrado
Cálcio,mg,"1,84","4,41","3,03",BRC0164C,Nome não encontrado
Ferro,mg,"0,01","0,02","0,01",BRC0164C,Nome não encontrado
Sódio,mg,"0,97","2,34","1,61",BRC0164C,Nome não encontrado
Magnésio,mg,"2,39","5,74","3,94",BRC0164C,Nome não encontrado
Fósforo,mg,"3,28","7,86","5,41",BRC0164C,Nome não encontrado
Potássio,mg,"43,7",104,"72,2",BRC0164C,Nome não encontrado
Manganês,mg,"0,01","0,02","0,01",BRC0164C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0164C,Nome não encontrado
Cobre,mg,"0,01","0,02","0,01",BRC0164C,Nome não encontrado
Selênio,mcg,"0,08","0,20","0,14",BRC0164C,Nome não encontrado
Vitamina A (RE),mcg,"19,2","46,1","31,7",BRC0164C,Nome não encontrado
Vitamina A (RAE),mcg,"9,61","23,1","15,9",BRC0164C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0164C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,11","0,08",BRC0164C,Nome não encontrado
Tiamina,mg,"0,02","0,06","0,04",BRC0164C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0164C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0164C,Nome não encontrado
Vitamina B6,mg,"0,01","0,03","0,02",BRC0164C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0164C,Nome não encontrado
Vitamina C,mg,"15,2","36,4","25,0",BRC0164C,Nome não encontrado
Equivalente de folato,mcg,"1,82","4,36","3,00",BRC0164C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0164C,Nome não encontrado
Açúcar de adição,g,"8,00","19,2","13,2",BRC0164C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0164C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0164C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0164C,Nome não encontrado
