componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,96,19,11,BRC0056B,Nome não encontrado
Energia,kcal,23,4,2,BRC0056B,Nome não encontrado
Umidade,g,"93,9","18,8","11,3",BRC0056B,Nome não encontrado
Carboidrato total,g,"4,05","0,81","0,49",BRC0056B,Nome não encontrado
Carboidrato disponível,g,"2,77","0,55","0,33",BRC0056B,Nome não encontrado
Proteína,g,"1,54","0,31","0,18",BRC0056B,Nome não encontrado
Lipídios,g,"0,34","0,07","0,04",BRC0056B,Nome não encontrado
Fibra alimentar,g,"1,28","0,26","0,15",BRC0056B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Cinzas,g,"0,20","0,04","0,02",BRC0056B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,11","0,02","0,01",BRC0056B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,03","0,02",BRC0056B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Cálcio,mg,"37,1","7,43","4,46",BRC0056B,Nome não encontrado
Ferro,mg,"0,11","0,02","0,01",BRC0056B,Nome não encontrado
Sódio,mg,"2,48","0,50","0,30",BRC0056B,Nome não encontrado
Magnésio,mg,"6,72","1,34","0,81",BRC0056B,Nome não encontrado
Fósforo,mg,"14,9","2,99","1,79",BRC0056B,Nome não encontrado
Potássio,mg,103,"20,7","12,4",BRC0056B,Nome não encontrado
Manganês,mg,"0,15","0,03","0,02",BRC0056B,Nome não encontrado
Zinco,mg,"0,13","0,03","0,02",BRC0056B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0056B,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Vitamina A (RE),mcg,111,"22,3","13,4",BRC0056B,Nome não encontrado
Vitamina A (RAE),mcg,"55,7","11,1","6,68",BRC0056B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,16","0,10",BRC0056B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0056B,Nome não encontrado
Riboflavina,mg,"0,02","0,00","0,00",BRC0056B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0056B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,01",BRC0056B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Vitamina C,mg,"8,75","1,75","1,05",BRC0056B,Nome não encontrado
Equivalente de folato,mcg,"24,8","4,95","2,97",BRC0056B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
Proteína vegetal,g,"1,54","0,31","0,18",BRC0056B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0056B,Nome não encontrado
