componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,624,748,BRC0027E,Nome não encontrado
Energia,kcal,149,179,BRC0027E,Nome não encontrado
Umidade,g,"72,2","86,6",BRC0027E,Nome não encontrado
Carboidrato total,g,"0,57","0,69",BRC0027E,Nome não encontrado
Carboidrato disponível,g,"0,57","0,69",BRC0027E,Nome não encontrado
Proteína,g,"15,7","18,8",BRC0027E,Nome não encontrado
Lipídios,g,"9,40","11,3",BRC0027E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0027E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0027E,Nome não encontrado
Cinzas,g,"2,21","2,65",BRC0027E,Nome não encontrado
Colesterol,mg,144,173,BRC0027E,Nome não encontrado
Ácidos graxos saturados,g,"3,40","4,08",BRC0027E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,28","3,94",BRC0027E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10","1,32",BRC0027E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0027E,Nome não encontrado
Cálcio,mg,590,708,BRC0027E,Nome não encontrado
Ferro,mg,"0,63","0,76",BRC0027E,Nome não encontrado
Sódio,mg,"41,1","49,3",BRC0027E,Nome não encontrado
Magnésio,mg,"31,6","37,9",BRC0027E,Nome não encontrado
Fósforo,mg,440,529,BRC0027E,Nome não encontrado
Potássio,mg,207,248,BRC0027E,Nome não encontrado
Manganês,mg,"0,41","0,50",BRC0027E,Nome não encontrado
Zinco,mg,"2,42","2,90",BRC0027E,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0027E,Nome não encontrado
Selênio,mcg,,,BRC0027E,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0027E,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0027E,Nome não encontrado
Vitamina D,mcg,,,BRC0027E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0027E,Nome não encontrado
Tiamina,mg,traços,traços,BRC0027E,Nome não encontrado
Riboflavina,mg,"0,03","0,04",BRC0027E,Nome não encontrado
Niacina,mg,"1,86","2,23",BRC0027E,Nome não encontrado
Vitamina B6,mg,"0,07","0,09",BRC0027E,Nome não encontrado
Vitamina B12,mcg,,,BRC0027E,Nome não encontrado
Vitamina C,mg,,,BRC0027E,Nome não encontrado
Equivalente de folato,mcg,,,BRC0027E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0027E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0027E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0027E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0027E,Nome não encontrado
Proteína animal,g,"15,7","18,8",BRC0027E,Nome não encontrado
