componente,unidade,Valor por 100g,Colher sopa cheia (23 g),Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,74,17,10,BRC0035B,Nome não encontrado
Energia,kcal,18,4,2,BRC0035B,Nome não encontrado
Umidade,g,"94,5","21,7","13,2",BRC0035B,Nome não encontrado
Carboidrato total,g,"3,82","0,88","0,53",BRC0035B,Nome não encontrado
Carboidrato disponível,g,"2,22","0,51","0,31",BRC0035B,Nome não encontrado
Proteína,g,"1,04","0,24","0,15",BRC0035B,Nome não encontrado
Lipídios,g,"0,17","0,04","0,02",BRC0035B,Nome não encontrado
Fibra alimentar,g,"1,60","0,37","0,22",BRC0035B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Cinzas,g,"0,44","0,10","0,06",BRC0035B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01","0,00",BRC0035B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01","0,00",BRC0035B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,02","0,01",BRC0035B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Cálcio,mg,"6,94","1,60","0,97",BRC0035B,Nome não encontrado
Ferro,mg,"0,30","0,07","0,04",BRC0035B,Nome não encontrado
Sódio,mg,"3,13","0,72","0,44",BRC0035B,Nome não encontrado
Magnésio,mg,"10,0","2,31","1,40",BRC0035B,Nome não encontrado
Fósforo,mg,"21,8","5,01","3,05",BRC0035B,Nome não encontrado
Potássio,mg,191,"44,1","26,8",BRC0035B,Nome não encontrado
Manganês,mg,"0,06","0,01","0,01",BRC0035B,Nome não encontrado
Zinco,mg,"0,15","0,03","0,02",BRC0035B,Nome não encontrado
Cobre,mg,"0,07","0,02","0,01",BRC0035B,Nome não encontrado
Selênio,mcg,"0,20","0,05","0,03",BRC0035B,Nome não encontrado
Vitamina A (RE),mcg,101,"23,3","14,2",BRC0035B,Nome não encontrado
Vitamina A (RAE),mcg,"50,6","11,6","7,09",BRC0035B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","0,11","0,06",BRC0035B,Nome não encontrado
Tiamina,mg,"0,09","0,02","0,01",BRC0035B,Nome não encontrado
Riboflavina,mg,"0,02","0,00","0,00",BRC0035B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0035B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,01",BRC0035B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Vitamina C,mg,"15,5","3,56","2,17",BRC0035B,Nome não encontrado
Equivalente de folato,mcg,"15,1","3,46","2,11",BRC0035B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
Proteína vegetal,g,"1,04","0,24","0,15",BRC0035B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0035B,Nome não encontrado
