componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,924,BRC0343E,Nome não encontrado
Energia,kcal,222,BRC0343E,Nome não encontrado
Umidade,g,"60,8",BRC0343E,Nome não encontrado
Carboidrato total,g,"2,87",BRC0343E,Nome não encontrado
Carboidrato disponível,g,"1,62",BRC0343E,Nome não encontrado
Proteína,g,"18,3",BRC0343E,Nome não encontrado
Lipídios,g,"15,6",BRC0343E,Nome não encontrado
Fibra alimentar,g,"1,25",BRC0343E,Nome não encontrado
Álcool,g,"0,00",BRC0343E,Nome não encontrado
Cinzas,g,"2,51",BRC0343E,Nome não encontrado
Colesterol,mg,281,BRC0343E,Nome não encontrado
Ácidos graxos saturados,g,"2,46",BRC0343E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,59",BRC0343E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,79",BRC0343E,Nome não encontrado
Ácidos graxos trans,g,,BRC0343E,Nome não encontrado
Cálcio,mg,955,BRC0343E,Nome não encontrado
Ferro,mg,"2,43",BRC0343E,Nome não encontrado
Sódio,mg,278,BRC0343E,Nome não encontrado
Magnésio,mg,"73,6",BRC0343E,Nome não encontrado
Fósforo,mg,335,BRC0343E,Nome não encontrado
Potássio,mg,106,BRC0343E,Nome não encontrado
Manganês,mg,"0,38",BRC0343E,Nome não encontrado
Zinco,mg,"1,09",BRC0343E,Nome não encontrado
Cobre,mg,"0,19",BRC0343E,Nome não encontrado
Selênio,mcg,"43,9",BRC0343E,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0343E,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0343E,Nome não encontrado
Vitamina D,mcg,,BRC0343E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,17",BRC0343E,Nome não encontrado
Tiamina,mg,"0,05",BRC0343E,Nome não encontrado
Riboflavina,mg,traços,BRC0343E,Nome não encontrado
Niacina,mg,"0,35",BRC0343E,Nome não encontrado
Vitamina B6,mg,traços,BRC0343E,Nome não encontrado
Vitamina B12,mcg,"1,29",BRC0343E,Nome não encontrado
Vitamina C,mg,"1,04",BRC0343E,Nome não encontrado
Equivalente de folato,mcg,"8,28",BRC0343E,Nome não encontrado
Sal de adição,g,"0,45",BRC0343E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0343E,Nome não encontrado
Gordura de adição,g,-,BRC0343E,Nome não encontrado
Proteína vegetal,g,-,BRC0343E,Nome não encontrado
Proteína animal,g,-,BRC0343E,Nome não encontrado
