componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,722,397,288,BRC0512A,Nome não encontrado
Energia,kcal,173,94,69,BRC0512A,Nome não encontrado
Umidade,g,"65,9","36,2","26,3",BRC0512A,Nome não encontrado
Carboidrato total,g,"13,9","7,66","5,57",BRC0512A,Nome não encontrado
Carboidrato disponível,g,"12,4","6,82","4,96",BRC0512A,Nome não encontrado
Proteína,g,"11,1","6,11","4,44",BRC0512A,Nome não encontrado
Lipídios,g,"8,39","4,62","3,36",BRC0512A,Nome não encontrado
Fibra alimentar,g,"1,52","0,83","0,61",BRC0512A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0512A,Nome não encontrado
Cinzas,g,"0,70","0,39","0,28",BRC0512A,Nome não encontrado
Colesterol,mg,"33,4","18,3","13,3",BRC0512A,Nome não encontrado
Ácidos graxos saturados,g,"2,18","1,20","0,87",BRC0512A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,07","1,69","1,23",BRC0512A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,67","1,47","1,07",BRC0512A,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02","0,02",BRC0512A,Nome não encontrado
Cálcio,mg,"21,7","11,9","8,69",BRC0512A,Nome não encontrado
Ferro,mg,"0,74","0,41","0,30",BRC0512A,Nome não encontrado
Sódio,mg,"54,3","29,9","21,7",BRC0512A,Nome não encontrado
Magnésio,mg,"21,1","11,6","8,44",BRC0512A,Nome não encontrado
Fósforo,mg,"91,9","50,5","36,8",BRC0512A,Nome não encontrado
Potássio,mg,134,"73,9","53,7",BRC0512A,Nome não encontrado
Manganês,mg,"0,15","0,08","0,06",BRC0512A,Nome não encontrado
Zinco,mg,"0,95","0,52","0,38",BRC0512A,Nome não encontrado
Cobre,mg,"0,07","0,04","0,03",BRC0512A,Nome não encontrado
Selênio,mcg,"0,49","0,27","0,20",BRC0512A,Nome não encontrado
Vitamina A (RE),mcg,"12,7","6,99","5,09",BRC0512A,Nome não encontrado
Vitamina A (RAE),mcg,"7,18","3,95","2,87",BRC0512A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0512A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,29","0,21",BRC0512A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0512A,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0512A,Nome não encontrado
Niacina,mg,"2,76","1,52","1,10",BRC0512A,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0512A,Nome não encontrado
Vitamina B12,mcg,"0,17","0,09","0,07",BRC0512A,Nome não encontrado
Vitamina C,mg,"2,62","1,44","1,05",BRC0512A,Nome não encontrado
Equivalente de folato,mcg,"6,05","3,32","2,42",BRC0512A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0512A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0512A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0512A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0512A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0512A,Nome não encontrado
