componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,493,BRC1168A,Nome não encontrado
Energia,kcal,117,BRC1168A,Nome não encontrado
Umidade,g,"72,2",BRC1168A,Nome não encontrado
Carboidrato total,g,"19,7",BRC1168A,Nome não encontrado
Carboidrato disponível,g,"17,0",BRC1168A,Nome não encontrado
Proteína,g,"4,29",BRC1168A,Nome não encontrado
Lipídios,g,"2,97",BRC1168A,Nome não encontrado
Fibra alimentar,g,"2,66",BRC1168A,Nome não encontrado
Álcool,g,"0,00",BRC1168A,Nome não encontrado
Cinzas,g,"0,89",BRC1168A,Nome não encontrado
Colesterol,mg,"0,00",BRC1168A,Nome não encontrado
Ácidos graxos saturados,g,"0,50",BRC1168A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,85",BRC1168A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,35",BRC1168A,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC1168A,Nome não encontrado
Cálcio,mg,"19,8",BRC1168A,Nome não encontrado
Ferro,mg,"0,67",BRC1168A,Nome não encontrado
Sódio,mg,204,BRC1168A,Nome não encontrado
Magnésio,mg,"21,7",BRC1168A,Nome não encontrado
Fósforo,mg,"53,7",BRC1168A,Nome não encontrado
Potássio,mg,"91,0",BRC1168A,Nome não encontrado
Manganês,mg,"0,31",BRC1168A,Nome não encontrado
Zinco,mg,"0,44",BRC1168A,Nome não encontrado
Cobre,mg,"0,10",BRC1168A,Nome não encontrado
Selênio,mcg,"1,74",BRC1168A,Nome não encontrado
Vitamina A (RE),mcg,"21,9",BRC1168A,Nome não encontrado
Vitamina A (RAE),mcg,"11,6",BRC1168A,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1168A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32",BRC1168A,Nome não encontrado
Tiamina,mg,"0,07",BRC1168A,Nome não encontrado
Riboflavina,mg,"0,05",BRC1168A,Nome não encontrado
Niacina,mg,"1,20",BRC1168A,Nome não encontrado
Vitamina B6,mg,"0,05",BRC1168A,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1168A,Nome não encontrado
Vitamina C,mg,"0,12",BRC1168A,Nome não encontrado
Equivalente de folato,mcg,"32,6",BRC1168A,Nome não encontrado
Sal de adição,g,,BRC1168A,Nome não encontrado
Açúcar de adição,g,"0,47",BRC1168A,Nome não encontrado
Gordura de adição,g,-,BRC1168A,Nome não encontrado
Proteína vegetal,g,-,BRC1168A,Nome não encontrado
Proteína animal,g,-,BRC1168A,Nome não encontrado
