componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,868,955,BRC0445F,Nome não encontrado
Energia,kcal,207,228,BRC0445F,Nome não encontrado
Umidade,g,"57,8","63,6",BRC0445F,Nome não encontrado
Carboidrato total,g,"2,34","2,58",BRC0445F,Nome não encontrado
Carboidrato disponível,g,"2,31","2,54",BRC0445F,Nome não encontrado
Proteína,g,"29,0","31,9",BRC0445F,Nome não encontrado
Lipídios,g,"9,14","10,1",BRC0445F,Nome não encontrado
Fibra alimentar,g,"0,03","0,03",BRC0445F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0445F,Nome não encontrado
Cinzas,g,"1,68","1,85",BRC0445F,Nome não encontrado
Colesterol,mg,109,120,BRC0445F,Nome não encontrado
Ácidos graxos saturados,g,"4,08","4,49",BRC0445F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,17","3,49",BRC0445F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,34",BRC0445F,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,20",BRC0445F,Nome não encontrado
Cálcio,mg,"16,7","18,4",BRC0445F,Nome não encontrado
Ferro,mg,"2,50","2,74",BRC0445F,Nome não encontrado
Sódio,mg,285,313,BRC0445F,Nome não encontrado
Magnésio,mg,"23,8","26,2",BRC0445F,Nome não encontrado
Fósforo,mg,248,273,BRC0445F,Nome não encontrado
Potássio,mg,372,409,BRC0445F,Nome não encontrado
Manganês,mg,"0,02","0,03",BRC0445F,Nome não encontrado
Zinco,mg,"6,53","7,18",BRC0445F,Nome não encontrado
Cobre,mg,"0,11","0,12",BRC0445F,Nome não encontrado
Selênio,mcg,"0,02","0,02",BRC0445F,Nome não encontrado
Vitamina A (RE),mcg,"0,05","0,06",BRC0445F,Nome não encontrado
Vitamina A (RAE),mcg,"0,03","0,03",BRC0445F,Nome não encontrado
Vitamina D,mcg,"0,14","0,16",BRC0445F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,36",BRC0445F,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0445F,Nome não encontrado
Riboflavina,mg,"0,04","0,05",BRC0445F,Nome não encontrado
Niacina,mg,"2,47","2,72",BRC0445F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0445F,Nome não encontrado
Vitamina B12,mcg,"3,37","3,71",BRC0445F,Nome não encontrado
Vitamina C,mg,"1,26","1,38",BRC0445F,Nome não encontrado
Equivalente de folato,mcg,"11,4","12,5",BRC0445F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0445F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0445F,Nome não encontrado
Gordura de adição,g,-,-,BRC0445F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0445F,Nome não encontrado
Proteína animal,g,-,-,BRC0445F,Nome não encontrado
