componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,432,BRC0533E,Nome não encontrado
Energia,kcal,102,BRC0533E,Nome não encontrado
Umidade,g,"74,6",BRC0533E,Nome não encontrado
Carboidrato total,g,"1,31",BRC0533E,Nome não encontrado
Carboidrato disponível,g,"1,01",BRC0533E,Nome não encontrado
Proteína,g,"18,6",BRC0533E,Nome não encontrado
Lipídios,g,"2,57",BRC0533E,Nome não encontrado
Fibra alimentar,g,"0,29",BRC0533E,Nome não encontrado
Álcool,g,"0,00",BRC0533E,Nome não encontrado
Cinzas,g,"2,36",BRC0533E,Nome não encontrado
Colesterol,mg,"64,7",BRC0533E,Nome não encontrado
Ácidos graxos saturados,g,"0,96",BRC0533E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,75",BRC0533E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,08",BRC0533E,Nome não encontrado
Ácidos graxos trans,g,"0,02",BRC0533E,Nome não encontrado
Cálcio,mg,"25,3",BRC0533E,Nome não encontrado
Ferro,mg,"0,44",BRC0533E,Nome não encontrado
Sódio,mg,521,BRC0533E,Nome não encontrado
Magnésio,mg,"29,8",BRC0533E,Nome não encontrado
Fósforo,mg,188,BRC0533E,Nome não encontrado
Potássio,mg,357,BRC0533E,Nome não encontrado
Manganês,mg,"0,06",BRC0533E,Nome não encontrado
Zinco,mg,"0,53",BRC0533E,Nome não encontrado
Cobre,mg,"0,12",BRC0533E,Nome não encontrado
Selênio,mcg,"23,8",BRC0533E,Nome não encontrado
Vitamina A (RE),mcg,"7,91",BRC0533E,Nome não encontrado
Vitamina A (RAE),mcg,"6,35",BRC0533E,Nome não encontrado
Vitamina D,mcg,"1,08",BRC0533E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69",BRC0533E,Nome não encontrado
Tiamina,mg,"0,01",BRC0533E,Nome não encontrado
Riboflavina,mg,"0,06",BRC0533E,Nome não encontrado
Niacina,mg,"0,98",BRC0533E,Nome não encontrado
Vitamina B6,mg,"0,02",BRC0533E,Nome não encontrado
Vitamina B12,mcg,"3,47",BRC0533E,Nome não encontrado
Vitamina C,mg,"9,33",BRC0533E,Nome não encontrado
Equivalente de folato,mcg,"13,1",BRC0533E,Nome não encontrado
Sal de adição,g,"0,00",BRC0533E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0533E,Nome não encontrado
Gordura de adição,g,-,BRC0533E,Nome não encontrado
Proteína vegetal,g,-,BRC0533E,Nome não encontrado
Proteína animal,g,-,BRC0533E,Nome não encontrado
