componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,423,380,BRC0845B,Nome não encontrado
Energia,kcal,101,91,BRC0845B,Nome não encontrado
Umidade,g,"80,7","72,7",BRC0845B,Nome não encontrado
Carboidrato total,g,"7,26","6,53",BRC0845B,Nome não encontrado
Carboidrato disponível,g,"6,38","5,74",BRC0845B,Nome não encontrado
Proteína,g,"4,32","3,88",BRC0845B,Nome não encontrado
Lipídios,g,"6,30","5,67",BRC0845B,Nome não encontrado
Fibra alimentar,g,"0,88","0,79",BRC0845B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0845B,Nome não encontrado
Cinzas,g,"1,40","1,26",BRC0845B,Nome não encontrado
Colesterol,mg,"12,3","11,1",BRC0845B,Nome não encontrado
Ácidos graxos saturados,g,"2,54","2,28",BRC0845B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,85","1,66",BRC0845B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,14","1,03",BRC0845B,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,11",BRC0845B,Nome não encontrado
Cálcio,mg,"70,2","63,2",BRC0845B,Nome não encontrado
Ferro,mg,"0,89","0,80",BRC0845B,Nome não encontrado
Sódio,mg,451,405,BRC0845B,Nome não encontrado
Magnésio,mg,"12,2","11,0",BRC0845B,Nome não encontrado
Fósforo,mg,"77,9","70,1",BRC0845B,Nome não encontrado
Potássio,mg,201,181,BRC0845B,Nome não encontrado
Manganês,mg,"0,16","0,14",BRC0845B,Nome não encontrado
Zinco,mg,"0,40","0,36",BRC0845B,Nome não encontrado
Cobre,mg,"0,08","0,07",BRC0845B,Nome não encontrado
Selênio,mcg,"1,72","1,55",BRC0845B,Nome não encontrado
Vitamina A (RE),mcg,"1,85","1,66",BRC0845B,Nome não encontrado
Vitamina A (RAE),mcg,"24,5","22,0",BRC0845B,Nome não encontrado
Vitamina D,mcg,"0,10","0,09",BRC0845B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","0,54",BRC0845B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0845B,Nome não encontrado
Riboflavina,mg,"0,05","0,04",BRC0845B,Nome não encontrado
Niacina,mg,"0,53","0,47",BRC0845B,Nome não encontrado
Vitamina B6,mg,"0,08","0,07",BRC0845B,Nome não encontrado
Vitamina B12,mcg,"0,13","0,12",BRC0845B,Nome não encontrado
Vitamina C,mg,"16,4","14,8",BRC0845B,Nome não encontrado
Equivalente de folato,mcg,"18,2","16,3",BRC0845B,Nome não encontrado
Sal de adição,g,"0,47","0,42",BRC0845B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0845B,Nome não encontrado
Gordura de adição,g,-,-,BRC0845B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0845B,Nome não encontrado
Proteína animal,g,-,-,BRC0845B,Nome não encontrado
