componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,586,586,BRC0090F,Nome não encontrado
Energia,kcal,140,139,BRC0090F,Nome não encontrado
Umidade,g,"72,3","72,3",BRC0090F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0090F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0090F,Nome não encontrado
Proteína,g,"20,0","20,0",BRC0090F,Nome não encontrado
Lipídios,g,"6,67","6,67",BRC0090F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0090F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0090F,Nome não encontrado
Cinzas,g,"1,10","1,10",BRC0090F,Nome não encontrado
Colesterol,mg,158,158,BRC0090F,Nome não encontrado
Ácidos graxos saturados,g,"1,97","1,97",BRC0090F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,88","2,88",BRC0090F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,49",BRC0090F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0090F,Nome não encontrado
Cálcio,mg,"7,20","7,20",BRC0090F,Nome não encontrado
Ferro,mg,"1,02","1,02",BRC0090F,Nome não encontrado
Sódio,mg,"78,7","78,7",BRC0090F,Nome não encontrado
Magnésio,mg,"22,5","22,5",BRC0090F,Nome não encontrado
Fósforo,mg,198,198,BRC0090F,Nome não encontrado
Potássio,mg,318,318,BRC0090F,Nome não encontrado
Manganês,mg,,,BRC0090F,Nome não encontrado
Zinco,mg,"4,77","4,77",BRC0090F,Nome não encontrado
Cobre,mg,,,BRC0090F,Nome não encontrado
Selênio,mcg,,,BRC0090F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0090F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0090F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0090F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,72","0,72",BRC0090F,Nome não encontrado
Tiamina,mg,"0,08","0,08",BRC0090F,Nome não encontrado
Riboflavina,mg,"0,55","0,55",BRC0090F,Nome não encontrado
Niacina,mg,"3,57","3,57",BRC0090F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0090F,Nome não encontrado
Vitamina B12,mcg,"1,08","1,08",BRC0090F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0090F,Nome não encontrado
Equivalente de folato,mcg,"4,52","4,52",BRC0090F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0090F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0090F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0090F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0090F,Nome não encontrado
Proteína animal,g,"19,6","19,6",BRC0090F,Nome não encontrado
