componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,496,272,198,BRC0550A,Nome não encontrado
Energia,kcal,118,64,47,BRC0550A,Nome não encontrado
Umidade,g,"72,2","39,7","28,9",BRC0550A,Nome não encontrado
Carboidrato total,g,"22,2","12,2","8,90",BRC0550A,Nome não encontrado
Carboidrato disponível,g,"20,5","11,3","8,20",BRC0550A,Nome não encontrado
Proteína,g,"2,51","1,38","1,00",BRC0550A,Nome não encontrado
Lipídios,g,"2,45","1,35","0,98",BRC0550A,Nome não encontrado
Fibra alimentar,g,"1,75","0,96","0,70",BRC0550A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0550A,Nome não encontrado
Cinzas,g,"0,58","0,32","0,23",BRC0550A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0550A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,18",BRC0550A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51","0,28","0,20",BRC0550A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,29","0,71","0,52",BRC0550A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0550A,Nome não encontrado
Cálcio,mg,"64,0","35,2","25,6",BRC0550A,Nome não encontrado
Ferro,mg,"0,39","0,22","0,16",BRC0550A,Nome não encontrado
Sódio,mg,"3,89","2,14","1,56",BRC0550A,Nome não encontrado
Magnésio,mg,"27,8","15,3","11,1",BRC0550A,Nome não encontrado
Fósforo,mg,"29,5","16,2","11,8",BRC0550A,Nome não encontrado
Potássio,mg,183,100,"73,3",BRC0550A,Nome não encontrado
Manganês,mg,"0,78","0,43","0,31",BRC0550A,Nome não encontrado
Zinco,mg,"0,43","0,24","0,17",BRC0550A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0550A,Nome não encontrado
Selênio,mcg,"1,24","0,68","0,50",BRC0550A,Nome não encontrado
Vitamina A (RE),mcg,116,"64,2","46,7",BRC0550A,Nome não encontrado
Vitamina A (RAE),mcg,"58,3","32,1","23,3",BRC0550A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0550A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,31","0,22",BRC0550A,Nome não encontrado
Tiamina,mg,"0,03","0,02","0,01",BRC0550A,Nome não encontrado
Riboflavina,mg,"0,05","0,03","0,02",BRC0550A,Nome não encontrado
Niacina,mg,"0,35","0,19","0,14",BRC0550A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0550A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0550A,Nome não encontrado
Vitamina C,mg,"9,72","5,35","3,89",BRC0550A,Nome não encontrado
Equivalente de folato,mcg,"5,69","3,13","2,28",BRC0550A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0550A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0550A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0550A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0550A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0550A,Nome não encontrado
