componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,953,BRC0250T,Nome não encontrado
Energia,kcal,230,BRC0250T,Nome não encontrado
Umidade,g,"59,7",BRC0250T,Nome não encontrado
Carboidrato total,g,"18,7",BRC0250T,Nome não encontrado
Carboidrato disponível,g,"14,0",BRC0250T,Nome não encontrado
Proteína,g,"4,65",BRC0250T,Nome não encontrado
Lipídios,g,"16,2",BRC0250T,Nome não encontrado
Fibra alimentar,g,"4,63",BRC0250T,Nome não encontrado
Álcool,g,"0,00",BRC0250T,Nome não encontrado
Cinzas,g,"0,81",BRC0250T,Nome não encontrado
Colesterol,mg,"0,00",BRC0250T,Nome não encontrado
Ácidos graxos saturados,g,"2,51",BRC0250T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,71",BRC0250T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,77",BRC0250T,Nome não encontrado
Ácidos graxos trans,g,"0,06",BRC0250T,Nome não encontrado
Cálcio,mg,"41,1",BRC0250T,Nome não encontrado
Ferro,mg,"1,68",BRC0250T,Nome não encontrado
Sódio,mg,"5,43",BRC0250T,Nome não encontrado
Magnésio,mg,"25,7",BRC0250T,Nome não encontrado
Fósforo,mg,"81,1",BRC0250T,Nome não encontrado
Potássio,mg,261,BRC0250T,Nome não encontrado
Manganês,mg,"0,89",BRC0250T,Nome não encontrado
Zinco,mg,"1,23",BRC0250T,Nome não encontrado
Cobre,mg,"0,32",BRC0250T,Nome não encontrado
Selênio,mcg,"1,75",BRC0250T,Nome não encontrado
Vitamina A (RE),mcg,"56,9",BRC0250T,Nome não encontrado
Vitamina A (RAE),mcg,"28,5",BRC0250T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0250T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,98",BRC0250T,Nome não encontrado
Tiamina,mg,"0,08",BRC0250T,Nome não encontrado
Riboflavina,mg,"0,02",BRC0250T,Nome não encontrado
Niacina,mg,"0,12",BRC0250T,Nome não encontrado
Vitamina B6,mg,"0,36",BRC0250T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0250T,Nome não encontrado
Vitamina C,mg,"4,92",BRC0250T,Nome não encontrado
Equivalente de folato,mcg,"81,7",BRC0250T,Nome não encontrado
Sal de adição,g,"0,00",BRC0250T,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0250T,Nome não encontrado
Gordura de adição,g,-,BRC0250T,Nome não encontrado
Proteína vegetal,g,-,BRC0250T,Nome não encontrado
Proteína animal,g,-,BRC0250T,Nome não encontrado
