componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,502,552,BRC0433F,Nome não encontrado
Energia,kcal,123,135,BRC0433F,Nome não encontrado
Umidade,g,"72,9","80,2",BRC0433F,Nome não encontrado
Carboidrato total,g,"4,83","5,31",BRC0433F,Nome não encontrado
Carboidrato disponível,g,"3,29","3,62",BRC0433F,Nome não encontrado
Proteína,g,"16,0","17,6",BRC0433F,Nome não encontrado
Lipídios,g,"4,77","5,24",BRC0433F,Nome não encontrado
Fibra alimentar,g,"1,54","1,69",BRC0433F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0433F,Nome não encontrado
Cinzas,g,"1,48","1,63",BRC0433F,Nome não encontrado
Colesterol,mg,"27,8","30,6",BRC0433F,Nome não encontrado
Ácidos graxos saturados,g,"1,87","2,06",BRC0433F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,75","1,93",BRC0433F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,83",BRC0433F,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,09",BRC0433F,Nome não encontrado
Cálcio,mg,"10,8","11,9",BRC0433F,Nome não encontrado
Ferro,mg,"1,44","1,58",BRC0433F,Nome não encontrado
Sódio,mg,345,380,BRC0433F,Nome não encontrado
Magnésio,mg,"16,8","18,5",BRC0433F,Nome não encontrado
Fósforo,mg,119,131,BRC0433F,Nome não encontrado
Potássio,mg,241,265,BRC0433F,Nome não encontrado
Manganês,mg,"0,07","0,07",BRC0433F,Nome não encontrado
Zinco,mg,"3,65","4,01",BRC0433F,Nome não encontrado
Cobre,mg,"0,10","0,11",BRC0433F,Nome não encontrado
Selênio,mcg,"0,38","0,42",BRC0433F,Nome não encontrado
Vitamina A (RE),mcg,127,139,BRC0433F,Nome não encontrado
Vitamina A (RAE),mcg,"63,6","69,9",BRC0433F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0433F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,55",BRC0433F,Nome não encontrado
Tiamina,mg,"0,06","0,07",BRC0433F,Nome não encontrado
Riboflavina,mg,"0,03","0,04",BRC0433F,Nome não encontrado
Niacina,mg,"1,34","1,48",BRC0433F,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0433F,Nome não encontrado
Vitamina B12,mcg,"2,58","2,84",BRC0433F,Nome não encontrado
Vitamina C,mg,"4,93","5,42",BRC0433F,Nome não encontrado
Equivalente de folato,mcg,"15,8","17,3",BRC0433F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0433F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0433F,Nome não encontrado
Gordura de adição,g,-,-,BRC0433F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0433F,Nome não encontrado
Proteína animal,g,-,-,BRC0433F,Nome não encontrado
