componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,854,683,BRC0477A,Nome não encontrado
Energia,kcal,202,161,BRC0477A,Nome não encontrado
Umidade,g,"49,6","39,6",BRC0477A,Nome não encontrado
Carboidrato total,g,"31,5","25,2",BRC0477A,Nome não encontrado
Carboidrato disponível,g,"28,2","22,5",BRC0477A,Nome não encontrado
Proteína,g,"13,9","11,2",BRC0477A,Nome não encontrado
Lipídios,g,"3,02","2,41",BRC0477A,Nome não encontrado
Fibra alimentar,g,"3,31","2,64",BRC0477A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0477A,Nome não encontrado
Cinzas,g,"2,01","1,61",BRC0477A,Nome não encontrado
Colesterol,mg,"25,1","20,1",BRC0477A,Nome não encontrado
Ácidos graxos saturados,g,"0,71","0,57",BRC0477A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,67","0,54",BRC0477A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,91","0,73",BRC0477A,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,10",BRC0477A,Nome não encontrado
Cálcio,mg,"82,7","66,2",BRC0477A,Nome não encontrado
Ferro,mg,"2,19","1,75",BRC0477A,Nome não encontrado
Sódio,mg,669,535,BRC0477A,Nome não encontrado
Magnésio,mg,"46,0","36,8",BRC0477A,Nome não encontrado
Fósforo,mg,266,212,BRC0477A,Nome não encontrado
Potássio,mg,219,175,BRC0477A,Nome não encontrado
Manganês,mg,"1,15","0,92",BRC0477A,Nome não encontrado
Zinco,mg,"1,54","1,23",BRC0477A,Nome não encontrado
Cobre,mg,"0,12","0,10",BRC0477A,Nome não encontrado
Selênio,mcg,"3,44","2,75",BRC0477A,Nome não encontrado
Vitamina A (RE),mcg,"0,15","0,12",BRC0477A,Nome não encontrado
Vitamina A (RAE),mcg,"0,08","0,06",BRC0477A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0477A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,21","0,97",BRC0477A,Nome não encontrado
Tiamina,mg,"0,07","0,05",BRC0477A,Nome não encontrado
Riboflavina,mg,"0,12","0,09",BRC0477A,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0477A,Nome não encontrado
Vitamina B6,mg,"0,09","0,07",BRC0477A,Nome não encontrado
Vitamina B12,mcg,"0,10","0,08",BRC0477A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0477A,Nome não encontrado
Equivalente de folato,mcg,"59,9","47,9",BRC0477A,Nome não encontrado
Sal de adição,g,,,BRC0477A,Nome não encontrado
Açúcar de adição,g,,,BRC0477A,Nome não encontrado
Gordura de adição,g,-,-,BRC0477A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0477A,Nome não encontrado
Proteína animal,g,-,-,BRC0477A,Nome não encontrado
