componente,unidade,Valor por 100g,Colher sopa cheia (17 g),Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,358,60,46,BRC0070T,Nome não encontrado
Energia,kcal,85,14,11,BRC0070T,Nome não encontrado
Umidade,g,"74,7","12,7","9,71",BRC0070T,Nome não encontrado
Carboidrato total,g,"16,3","2,77","2,12",BRC0070T,Nome não encontrado
Carboidrato disponível,g,"9,50","1,62","1,24",BRC0070T,Nome não encontrado
Proteína,g,"7,69","1,31","1,00",BRC0070T,Nome não encontrado
Lipídios,g,"0,30","0,05","0,04",BRC0070T,Nome não encontrado
Fibra alimentar,g,"6,82","1,16","0,89",BRC0070T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Cinzas,g,"0,97","0,16","0,13",BRC0070T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01","0,01",BRC0070T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,00","0,00",BRC0070T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,02","0,02",BRC0070T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Cálcio,mg,"29,9","5,08","3,89",BRC0070T,Nome não encontrado
Ferro,mg,"1,76","0,30","0,23",BRC0070T,Nome não encontrado
Sódio,mg,"5,98","1,02","0,78",BRC0070T,Nome não encontrado
Magnésio,mg,"39,5","6,71","5,13",BRC0070T,Nome não encontrado
Fósforo,mg,129,"22,0","16,8",BRC0070T,Nome não encontrado
Potássio,mg,291,"49,6","37,9",BRC0070T,Nome não encontrado
Manganês,mg,"0,49","0,08","0,06",BRC0070T,Nome não encontrado
Zinco,mg,"1,48","0,25","0,19",BRC0070T,Nome não encontrado
Cobre,mg,"0,12","0,02","0,02",BRC0070T,Nome não encontrado
Selênio,mcg,"2,15","0,37","0,28",BRC0070T,Nome não encontrado
Vitamina A (RE),mcg,"17,9","3,04","2,32",BRC0070T,Nome não encontrado
Vitamina A (RAE),mcg,"8,93","1,52","1,16",BRC0070T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,02","0,01",BRC0070T,Nome não encontrado
Tiamina,mg,"0,32","0,05","0,04",BRC0070T,Nome não encontrado
Riboflavina,mg,"0,16","0,03","0,02",BRC0070T,Nome não encontrado
Niacina,mg,"2,50","0,42","0,32",BRC0070T,Nome não encontrado
Vitamina B6,mg,"0,20","0,03","0,03",BRC0070T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Vitamina C,mg,"47,8","8,13","6,22",BRC0070T,Nome não encontrado
Equivalente de folato,mcg,"77,7","13,2","10,1",BRC0070T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
Proteína vegetal,g,"7,69","1,31","1,00",BRC0070T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0070T,Nome não encontrado
