componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,237,568,391,BRC0224C,Nome não encontrado
Energia,kcal,56,134,92,BRC0224C,Nome não encontrado
Umidade,g,"85,6",205,141,BRC0224C,Nome não encontrado
Carboidrato total,g,"13,9","33,4","23,0",BRC0224C,Nome não encontrado
Carboidrato disponível,g,"13,3","32,0","22,0",BRC0224C,Nome não encontrado
Proteína,g,"0,27","0,65","0,45",BRC0224C,Nome não encontrado
Lipídios,g,"0,02","0,05","0,03",BRC0224C,Nome não encontrado
Fibra alimentar,g,"0,60","1,44","0,99",BRC0224C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
Cinzas,g,"0,15","0,36","0,25",BRC0224C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02","0,01",BRC0224C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,03","0,02",BRC0224C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
Cálcio,mg,"5,00","12,0","8,25",BRC0224C,Nome não encontrado
Ferro,mg,"0,19","0,46","0,31",BRC0224C,Nome não encontrado
Sódio,mg,"7,00","16,8","11,6",BRC0224C,Nome não encontrado
Magnésio,mg,"4,00","9,60","6,60",BRC0224C,Nome não encontrado
Fósforo,mg,"6,00","14,4","9,90",BRC0224C,Nome não encontrado
Potássio,mg,"40,0","96,0","66,0",BRC0224C,Nome não encontrado
Manganês,mg,,,,BRC0224C,Nome não encontrado
Zinco,mg,"0,08","0,19","0,13",BRC0224C,Nome não encontrado
Cobre,mg,"0,07","0,17","0,11",BRC0224C,Nome não encontrado
Selênio,mcg,"0,20","0,48","0,33",BRC0224C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0224C,Nome não encontrado
Vitamina A (RAE),mcg,"13,0","31,2","21,5",BRC0224C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,70","0,48",BRC0224C,Nome não encontrado
Tiamina,mg,"0,00","0,01","0,00",BRC0224C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0224C,Nome não encontrado
Niacina,mg,"0,29","0,69","0,48",BRC0224C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0224C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
Vitamina C,mg,"5,30","12,7","8,75",BRC0224C,Nome não encontrado
Equivalente de folato,mcg,"1,00","2,40","1,65",BRC0224C,Nome não encontrado
Sal de adição,g,,,,BRC0224C,Nome não encontrado
Açúcar de adição,g,,,,BRC0224C,Nome não encontrado
Gordura de adição,g,,,,BRC0224C,Nome não encontrado
Proteína vegetal,g,"0,27","0,65","0,45",BRC0224C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0224C,Nome não encontrado
