componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,150,149,BRC0090C,Nome não encontrado
Energia,kcal,35,35,BRC0090C,Nome não encontrado
Umidade,g,"90,2","90,2",BRC0090C,Nome não encontrado
Carboidrato total,g,"8,86","8,86",BRC0090C,Nome não encontrado
Carboidrato disponível,g,"7,52","7,52",BRC0090C,Nome não encontrado
Proteína,g,"0,51","0,51",BRC0090C,Nome não encontrado
Lipídios,g,"0,07","0,07",BRC0090C,Nome não encontrado
Fibra alimentar,g,"1,34","1,34",BRC0090C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0090C,Nome não encontrado
Cinzas,g,"0,45","0,45",BRC0090C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0090C,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0090C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0090C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0090C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0090C,Nome não encontrado
Cálcio,mg,"10,7","10,7",BRC0090C,Nome não encontrado
Ferro,mg,"0,21","0,21",BRC0090C,Nome não encontrado
Sódio,mg,"5,77","5,77",BRC0090C,Nome não encontrado
Magnésio,mg,"8,12","8,12",BRC0090C,Nome não encontrado
Fósforo,mg,"12,7","12,7",BRC0090C,Nome não encontrado
Potássio,mg,153,153,BRC0090C,Nome não encontrado
Manganês,mg,"0,05","0,05",BRC0090C,Nome não encontrado
Zinco,mg,"0,07","0,07",BRC0090C,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0090C,Nome não encontrado
Selênio,mcg,,,BRC0090C,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0090C,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0090C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0090C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0090C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0090C,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0090C,Nome não encontrado
Niacina,mg,traços,traços,BRC0090C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0090C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0090C,Nome não encontrado
Vitamina C,mg,"3,95","3,95",BRC0090C,Nome não encontrado
Equivalente de folato,mcg,,,BRC0090C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0090C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0090C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0090C,Nome não encontrado
Proteína vegetal,g,"0,51","0,51",BRC0090C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0090C,Nome não encontrado
