componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (40 g),codigo_alimento,nome_alimento
Energia,kJ,559,223,BRC0261B,Nome não encontrado
Energia,kcal,134,53,BRC0261B,Nome não encontrado
Umidade,g,"75,2","30,1",BRC0261B,Nome não encontrado
Carboidrato total,g,"11,1","4,43",BRC0261B,Nome não encontrado
Carboidrato disponível,g,"8,31","3,32",BRC0261B,Nome não encontrado
Proteína,g,"4,46","1,79",BRC0261B,Nome não encontrado
Lipídios,g,"8,64","3,45",BRC0261B,Nome não encontrado
Fibra alimentar,g,"2,78","1,11",BRC0261B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0261B,Nome não encontrado
Cinzas,g,"0,65","0,26",BRC0261B,Nome não encontrado
Colesterol,mg,"43,4","17,4",BRC0261B,Nome não encontrado
Ácidos graxos saturados,g,"1,53","0,61",BRC0261B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,12","0,85",BRC0261B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,61","1,84",BRC0261B,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,05",BRC0261B,Nome não encontrado
Cálcio,mg,"48,3","19,3",BRC0261B,Nome não encontrado
Ferro,mg,"1,33","0,53",BRC0261B,Nome não encontrado
Sódio,mg,"55,0","22,0",BRC0261B,Nome não encontrado
Magnésio,mg,"18,5","7,41",BRC0261B,Nome não encontrado
Fósforo,mg,"64,9","25,9",BRC0261B,Nome não encontrado
Potássio,mg,177,"71,0",BRC0261B,Nome não encontrado
Manganês,mg,"0,26","0,10",BRC0261B,Nome não encontrado
Zinco,mg,"0,52","0,21",BRC0261B,Nome não encontrado
Cobre,mg,"0,12","0,05",BRC0261B,Nome não encontrado
Selênio,mcg,"6,27","2,51",BRC0261B,Nome não encontrado
Vitamina A (RE),mcg,299,119,BRC0261B,Nome não encontrado
Vitamina A (RAE),mcg,158,"63,3",BRC0261B,Nome não encontrado
Vitamina D,mcg,"0,21","0,08",BRC0261B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,34","0,93",BRC0261B,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0261B,Nome não encontrado
Riboflavina,mg,"0,07","0,03",BRC0261B,Nome não encontrado
Niacina,mg,"0,08","0,03",BRC0261B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0261B,Nome não encontrado
Vitamina B12,mcg,"0,10","0,04",BRC0261B,Nome não encontrado
Vitamina C,mg,"29,6","11,9",BRC0261B,Nome não encontrado
Equivalente de folato,mcg,"55,3","22,1",BRC0261B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0261B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0261B,Nome não encontrado
Gordura de adição,g,-,-,BRC0261B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0261B,Nome não encontrado
Proteína animal,g,-,-,BRC0261B,Nome não encontrado
