componente,unidade,Valor por 100g,Colher sopa cheia (18 g),codigo_alimento,nome_alimento
Energia,kJ,44,7,BRC0030B,Nome não encontrado
Energia,kcal,10,1,BRC0030B,Nome não encontrado
Umidade,g,"96,7","17,4",BRC0030B,Nome não encontrado
Carboidrato total,g,"2,24","0,40",BRC0030B,Nome não encontrado
Carboidrato disponível,g,"1,20","0,22",BRC0030B,Nome não encontrado
Proteína,g,"0,70","0,13",BRC0030B,Nome não encontrado
Lipídios,g,"0,09","0,02",BRC0030B,Nome não encontrado
Fibra alimentar,g,"1,04","0,19",BRC0030B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0030B,Nome não encontrado
Cinzas,g,"0,33","0,06",BRC0030B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0030B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01",BRC0030B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0030B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00",BRC0030B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0030B,Nome não encontrado
Cálcio,mg,"9,62","1,73",BRC0030B,Nome não encontrado
Ferro,mg,"0,23","0,04",BRC0030B,Nome não encontrado
Sódio,mg,traços,traços,BRC0030B,Nome não encontrado
Magnésio,mg,"9,34","1,68",BRC0030B,Nome não encontrado
Fósforo,mg,"12,3","2,22",BRC0030B,Nome não encontrado
Potássio,mg,153,"27,7",BRC0030B,Nome não encontrado
Manganês,mg,"0,08","0,01",BRC0030B,Nome não encontrado
Zinco,mg,"0,13","0,02",BRC0030B,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0030B,Nome não encontrado
Selênio,mcg,"0,10","0,02",BRC0030B,Nome não encontrado
Vitamina A (RE),mcg,"3,58","0,64",BRC0030B,Nome não encontrado
Vitamina A (RAE),mcg,"1,79","0,32",BRC0030B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0030B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,00",BRC0030B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0030B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0030B,Nome não encontrado
Niacina,mg,traços,traços,BRC0030B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0030B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0030B,Nome não encontrado
Vitamina C,mg,"4,99","0,90",BRC0030B,Nome não encontrado
Equivalente de folato,mcg,"4,91","0,88",BRC0030B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0030B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0030B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0030B,Nome não encontrado
Proteína vegetal,g,"0,70","0,13",BRC0030B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0030B,Nome não encontrado
