componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,215,30,17,BRC1046B,Nome não encontrado
Energia,kcal,52,7,4,BRC1046B,Nome não encontrado
Umidade,g,"85,4","12,0","6,83",BRC1046B,Nome não encontrado
Carboidrato total,g,"9,37","1,31","0,75",BRC1046B,Nome não encontrado
Carboidrato disponível,g,"3,60","0,50","0,29",BRC1046B,Nome não encontrado
Proteína,g,"3,13","0,44","0,25",BRC1046B,Nome não encontrado
Lipídios,g,"1,47","0,21","0,12",BRC1046B,Nome não encontrado
Fibra alimentar,g,"5,75","0,80","0,46",BRC1046B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1046B,Nome não encontrado
Cinzas,g,"0,60","0,08","0,05",BRC1046B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC1046B,Nome não encontrado
Ácidos graxos saturados,g,"0,19","0,03","0,01",BRC1046B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,04","0,02",BRC1046B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,72","0,10","0,06",BRC1046B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC1046B,Nome não encontrado
Cálcio,mg,"31,3","4,39","2,51",BRC1046B,Nome não encontrado
Ferro,mg,"0,11","0,02","0,01",BRC1046B,Nome não encontrado
Sódio,mg,128,"17,9","10,2",BRC1046B,Nome não encontrado
Magnésio,mg,"12,4","1,73","0,99",BRC1046B,Nome não encontrado
Fósforo,mg,"3,91","0,55","0,31",BRC1046B,Nome não encontrado
Potássio,mg,"38,6","5,41","3,09",BRC1046B,Nome não encontrado
Manganês,mg,"0,21","0,03","0,02",BRC1046B,Nome não encontrado
Zinco,mg,"0,56","0,08","0,04",BRC1046B,Nome não encontrado
Cobre,mg,"0,02","0,00","0,00",BRC1046B,Nome não encontrado
Selênio,mcg,"0,03","0,00","0,00",BRC1046B,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC1046B,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC1046B,Nome não encontrado
Vitamina D,mcg,,,,BRC1046B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,02","0,01",BRC1046B,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC1046B,Nome não encontrado
Riboflavina,mg,"0,09","0,01","0,01",BRC1046B,Nome não encontrado
Niacina,mg,"11,7","1,64","0,94",BRC1046B,Nome não encontrado
Vitamina B6,mg,"0,09","0,01","0,01",BRC1046B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC1046B,Nome não encontrado
Vitamina C,mg,"0,45","0,06","0,04",BRC1046B,Nome não encontrado
Equivalente de folato,mcg,"0,69","0,10","0,06",BRC1046B,Nome não encontrado
Sal de adição,g,"0,32","0,04","0,03",BRC1046B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1046B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1046B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1046B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1046B,Nome não encontrado
