componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,384,BRC0498E,Nome não encontrado
Energia,kcal,91,BRC0498E,Nome não encontrado
Umidade,g,"75,9",BRC0498E,Nome não encontrado
Carboidrato total,g,"0,39",BRC0498E,Nome não encontrado
Carboidrato disponível,g,"0,39",BRC0498E,Nome não encontrado
Proteína,g,"20,9",BRC0498E,Nome não encontrado
Lipídios,g,"0,63",BRC0498E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0498E,Nome não encontrado
Álcool,g,"0,00",BRC0498E,Nome não encontrado
Cinzas,g,"2,19",BRC0498E,Nome não encontrado
Colesterol,mg,"10,0",BRC0498E,Nome não encontrado
Ácidos graxos saturados,g,"0,26",BRC0498E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,21",BRC0498E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07",BRC0498E,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0498E,Nome não encontrado
Cálcio,mg,183,BRC0498E,Nome não encontrado
Ferro,mg,"0,35",BRC0498E,Nome não encontrado
Sódio,mg,"41,7",BRC0498E,Nome não encontrado
Magnésio,mg,"23,5",BRC0498E,Nome não encontrado
Fósforo,mg,214,BRC0498E,Nome não encontrado
Potássio,mg,225,BRC0498E,Nome não encontrado
Manganês,mg,"0,08",BRC0498E,Nome não encontrado
Zinco,mg,"1,04",BRC0498E,Nome não encontrado
Cobre,mg,"0,05",BRC0498E,Nome não encontrado
Selênio,mcg,,BRC0498E,Nome não encontrado
Vitamina A (RE),mcg,"0,53",BRC0498E,Nome não encontrado
Vitamina A (RAE),mcg,"0,53",BRC0498E,Nome não encontrado
Vitamina D,mcg,"0,64",BRC0498E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0498E,Nome não encontrado
Tiamina,mg,"0,03",BRC0498E,Nome não encontrado
Riboflavina,mg,"0,04",BRC0498E,Nome não encontrado
Niacina,mg,"1,86",BRC0498E,Nome não encontrado
Vitamina B6,mg,"0,08",BRC0498E,Nome não encontrado
Vitamina B12,mcg,,BRC0498E,Nome não encontrado
Vitamina C,mg,,BRC0498E,Nome não encontrado
Equivalente de folato,mcg,,BRC0498E,Nome não encontrado
Sal de adição,g,"0,00",BRC0498E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0498E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0498E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0498E,Nome não encontrado
Proteína animal,g,"20,9",BRC0498E,Nome não encontrado
