componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1090,163,BRC0059L,Nome não encontrado
Energia,kcal,263,39,BRC0059L,Nome não encontrado
Umidade,g,"51,7","7,76",BRC0059L,Nome não encontrado
Carboidrato total,g,"21,8","3,27",BRC0059L,Nome não encontrado
Carboidrato disponível,g,"19,3","2,90",BRC0059L,Nome não encontrado
Proteína,g,"4,59","0,69",BRC0059L,Nome não encontrado
Lipídios,g,"21,1","3,17",BRC0059L,Nome não encontrado
Fibra alimentar,g,"2,50","0,37",BRC0059L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0059L,Nome não encontrado
Cinzas,g,"0,74","0,11",BRC0059L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0059L,Nome não encontrado
Ácidos graxos saturados,g,"3,14","0,47",BRC0059L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,37","1,26",BRC0059L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"9,13","1,37",BRC0059L,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0059L,Nome não encontrado
Cálcio,mg,175,"26,3",BRC0059L,Nome não encontrado
Ferro,mg,"1,22","0,18",BRC0059L,Nome não encontrado
Sódio,mg,"8,77","1,32",BRC0059L,Nome não encontrado
Magnésio,mg,"79,5","11,9",BRC0059L,Nome não encontrado
Fósforo,mg,164,"24,7",BRC0059L,Nome não encontrado
Potássio,mg,124,"18,7",BRC0059L,Nome não encontrado
Manganês,mg,"0,56","0,08",BRC0059L,Nome não encontrado
Zinco,mg,"1,22","0,18",BRC0059L,Nome não encontrado
Cobre,mg,"0,32","0,05",BRC0059L,Nome não encontrado
Selênio,mcg,"7,37","1,11",BRC0059L,Nome não encontrado
Vitamina A (RE),mcg,"0,18","0,03",BRC0059L,Nome não encontrado
Vitamina A (RAE),mcg,"0,09","0,01",BRC0059L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0059L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,03",BRC0059L,Nome não encontrado
Tiamina,mg,"0,20","0,03",BRC0059L,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0059L,Nome não encontrado
Niacina,mg,"1,42","0,21",BRC0059L,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0059L,Nome não encontrado
Vitamina B12,mcg,"0,06","0,01",BRC0059L,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0059L,Nome não encontrado
Equivalente de folato,mcg,"20,6","3,09",BRC0059L,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0059L,Nome não encontrado
Açúcar de adição,g,"10,5","1,58",BRC0059L,Nome não encontrado
Gordura de adição,g,-,-,BRC0059L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0059L,Nome não encontrado
Proteína animal,g,-,-,BRC0059L,Nome não encontrado
