componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,855,683,BRC0578A,Nome não encontrado
Energia,kcal,204,163,BRC0578A,Nome não encontrado
Umidade,g,"58,3","46,7",BRC0578A,Nome não encontrado
Carboidrato total,g,"21,2","17,0",BRC0578A,Nome não encontrado
Carboidrato disponível,g,"19,4","15,5",BRC0578A,Nome não encontrado
Proteína,g,"7,30","5,84",BRC0578A,Nome não encontrado
Lipídios,g,"10,3","8,24",BRC0578A,Nome não encontrado
Fibra alimentar,g,"1,34","1,07",BRC0578A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0578A,Nome não encontrado
Cinzas,g,"2,87","2,30",BRC0578A,Nome não encontrado
Colesterol,mg,"67,1","53,7",BRC0578A,Nome não encontrado
Ácidos graxos saturados,g,"3,21","2,57",BRC0578A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,73","2,19",BRC0578A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,56","2,85",BRC0578A,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,09",BRC0578A,Nome não encontrado
Cálcio,mg,200,160,BRC0578A,Nome não encontrado
Ferro,mg,"1,83","1,46",BRC0578A,Nome não encontrado
Sódio,mg,681,545,BRC0578A,Nome não encontrado
Magnésio,mg,"18,3","14,6",BRC0578A,Nome não encontrado
Fósforo,mg,265,212,BRC0578A,Nome não encontrado
Potássio,mg,368,294,BRC0578A,Nome não encontrado
Manganês,mg,"0,16","0,13",BRC0578A,Nome não encontrado
Zinco,mg,"0,86","0,69",BRC0578A,Nome não encontrado
Cobre,mg,"0,08","0,07",BRC0578A,Nome não encontrado
Selênio,mcg,"5,77","4,62",BRC0578A,Nome não encontrado
Vitamina A (RE),mcg,120,"96,8",BRC0578A,Nome não encontrado
Vitamina A (RAE),mcg,"83,5","66,8",BRC0578A,Nome não encontrado
Vitamina D,mcg,"0,35","0,28",BRC0578A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,89","0,71",BRC0578A,Nome não encontrado
Tiamina,mg,"0,10","0,08",BRC0578A,Nome não encontrado
Riboflavina,mg,"0,22","0,17",BRC0578A,Nome não encontrado
Niacina,mg,"1,10","0,88",BRC0578A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0578A,Nome não encontrado
Vitamina B12,mcg,"0,33","0,26",BRC0578A,Nome não encontrado
Vitamina C,mg,"0,46","0,37",BRC0578A,Nome não encontrado
Equivalente de folato,mcg,"50,8","40,6",BRC0578A,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0578A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0578A,Nome não encontrado
Gordura de adição,g,-,-,BRC0578A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0578A,Nome não encontrado
Proteína animal,g,-,-,BRC0578A,Nome não encontrado
