componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,620,619,BRC0090E,Nome não encontrado
Energia,kcal,148,147,BRC0090E,Nome não encontrado
Umidade,g,"70,3","70,3",BRC0090E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0090E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0090E,Nome não encontrado
Proteína,g,"20,8","20,8",BRC0090E,Nome não encontrado
Lipídios,g,"7,18","7,18",BRC0090E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0090E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0090E,Nome não encontrado
Cinzas,g,"1,68","1,68",BRC0090E,Nome não encontrado
Colesterol,mg,"48,3","48,3",BRC0090E,Nome não encontrado
Ácidos graxos saturados,g,"3,00","3,00",BRC0090E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,76","2,76",BRC0090E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,36",BRC0090E,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,05",BRC0090E,Nome não encontrado
Cálcio,mg,"48,1","48,1",BRC0090E,Nome não encontrado
Ferro,mg,"0,61","0,61",BRC0090E,Nome não encontrado
Sódio,mg,236,236,BRC0090E,Nome não encontrado
Magnésio,mg,"27,3","27,3",BRC0090E,Nome não encontrado
Fósforo,mg,227,227,BRC0090E,Nome não encontrado
Potássio,mg,379,379,BRC0090E,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0090E,Nome não encontrado
Zinco,mg,"0,48","0,48",BRC0090E,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0090E,Nome não encontrado
Selênio,mcg,"29,8","29,8",BRC0090E,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0090E,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0090E,Nome não encontrado
Vitamina D,mcg,"1,36","1,36",BRC0090E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57","0,57",BRC0090E,Nome não encontrado
Tiamina,mg,traços,traços,BRC0090E,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0090E,Nome não encontrado
Niacina,mg,"2,14","2,14",BRC0090E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0090E,Nome não encontrado
Vitamina B12,mcg,"4,35","4,35",BRC0090E,Nome não encontrado
Vitamina C,mg,"0,83","0,83",BRC0090E,Nome não encontrado
Equivalente de folato,mcg,"11,8","11,8",BRC0090E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0090E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0090E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0090E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0090E,Nome não encontrado
Proteína animal,g,"20,8","20,8",BRC0090E,Nome não encontrado
