componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,635,190,BRC0064K,Nome não encontrado
Energia,kcal,151,45,BRC0064K,Nome não encontrado
Umidade,g,"68,1","20,4",BRC0064K,Nome não encontrado
Carboidrato total,g,"20,0","6,01",BRC0064K,Nome não encontrado
Carboidrato disponível,g,"20,0","6,01",BRC0064K,Nome não encontrado
Proteína,g,"6,20","1,86",BRC0064K,Nome não encontrado
Lipídios,g,"5,08","1,52",BRC0064K,Nome não encontrado
Fibra alimentar,g,"0,12","0,04",BRC0064K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0064K,Nome não encontrado
Cinzas,g,"0,58","0,17",BRC0064K,Nome não encontrado
Colesterol,mg,"44,5","13,3",BRC0064K,Nome não encontrado
Ácidos graxos saturados,g,"2,91","0,87",BRC0064K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,60","0,48",BRC0064K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,28","0,08",BRC0064K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0064K,Nome não encontrado
Cálcio,mg,"82,6","24,8",BRC0064K,Nome não encontrado
Ferro,mg,"0,47","0,14",BRC0064K,Nome não encontrado
Sódio,mg,"32,7","9,81",BRC0064K,Nome não encontrado
Magnésio,mg,"17,2","5,16",BRC0064K,Nome não encontrado
Fósforo,mg,100,"30,2",BRC0064K,Nome não encontrado
Potássio,mg,123,"36,9",BRC0064K,Nome não encontrado
Manganês,mg,,,BRC0064K,Nome não encontrado
Zinco,mg,"0,55","0,17",BRC0064K,Nome não encontrado
Cobre,mg,,,BRC0064K,Nome não encontrado
Selênio,mcg,,,BRC0064K,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0064K,Nome não encontrado
Vitamina A (RAE),mcg,"44,5","13,3",BRC0064K,Nome não encontrado
Vitamina D,mcg,,,BRC0064K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,31","0,39",BRC0064K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0064K,Nome não encontrado
Riboflavina,mg,"0,18","0,05",BRC0064K,Nome não encontrado
Niacina,mg,"0,05","0,02",BRC0064K,Nome não encontrado
Vitamina B6,mg,"0,05","0,02",BRC0064K,Nome não encontrado
Vitamina B12,mcg,"0,40","0,12",BRC0064K,Nome não encontrado
Vitamina C,mg,"0,09","0,03",BRC0064K,Nome não encontrado
Equivalente de folato,mcg,"12,9","3,87",BRC0064K,Nome não encontrado
Sal de adição,g,,,BRC0064K,Nome não encontrado
Açúcar de adição,g,,,BRC0064K,Nome não encontrado
Gordura de adição,g,,,BRC0064K,Nome não encontrado
Proteína vegetal,g,,,BRC0064K,Nome não encontrado
Proteína animal,g,,,BRC0064K,Nome não encontrado
