componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,1214,1092,BRC0298A,Nome não encontrado
Energia,kcal,289,260,BRC0298A,Nome não encontrado
Umidade,g,"39,9","35,9",BRC0298A,Nome não encontrado
Carboidrato total,g,"35,0","31,5",BRC0298A,Nome não encontrado
Carboidrato disponível,g,"33,6","30,2",BRC0298A,Nome não encontrado
Proteína,g,"10,5","9,49",BRC0298A,Nome não encontrado
Lipídios,g,"12,2","11,0",BRC0298A,Nome não encontrado
Fibra alimentar,g,"1,45","1,30",BRC0298A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0298A,Nome não encontrado
Cinzas,g,"2,31","2,08",BRC0298A,Nome não encontrado
Colesterol,mg,"34,8","31,3",BRC0298A,Nome não encontrado
Ácidos graxos saturados,g,"6,31","5,68",BRC0298A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,23","2,90",BRC0298A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,64","0,58",BRC0298A,Nome não encontrado
Ácidos graxos trans,g,"0,51","0,46",BRC0298A,Nome não encontrado
Cálcio,mg,"14,2","12,8",BRC0298A,Nome não encontrado
Ferro,mg,"2,65","2,39",BRC0298A,Nome não encontrado
Sódio,mg,843,759,BRC0298A,Nome não encontrado
Magnésio,mg,"20,7","18,6",BRC0298A,Nome não encontrado
Fósforo,mg,161,145,BRC0298A,Nome não encontrado
Potássio,mg,195,175,BRC0298A,Nome não encontrado
Manganês,mg,"0,34","0,31",BRC0298A,Nome não encontrado
Zinco,mg,"1,07","0,96",BRC0298A,Nome não encontrado
Cobre,mg,"0,11","0,09",BRC0298A,Nome não encontrado
Selênio,mcg,"4,06","3,65",BRC0298A,Nome não encontrado
Vitamina A (RE),mcg,"1,13","1,02",BRC0298A,Nome não encontrado
Vitamina A (RAE),mcg,"1,13","1,02",BRC0298A,Nome não encontrado
Vitamina D,mcg,"0,16","0,14",BRC0298A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,34",BRC0298A,Nome não encontrado
Tiamina,mg,"0,23","0,20",BRC0298A,Nome não encontrado
Riboflavina,mg,"0,40","0,36",BRC0298A,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0298A,Nome não encontrado
Vitamina B6,mg,"0,35","0,32",BRC0298A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,12",BRC0298A,Nome não encontrado
Vitamina C,mg,"1,09","0,98",BRC0298A,Nome não encontrado
Equivalente de folato,mcg,"85,3","76,8",BRC0298A,Nome não encontrado
Sal de adição,g,,,BRC0298A,Nome não encontrado
Açúcar de adição,g,,,BRC0298A,Nome não encontrado
Gordura de adição,g,-,-,BRC0298A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0298A,Nome não encontrado
Proteína animal,g,-,-,BRC0298A,Nome não encontrado
