componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,568,681,BRC0074F,Nome não encontrado
Energia,kcal,135,162,BRC0074F,Nome não encontrado
Umidade,g,"72,3","86,7",BRC0074F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0074F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0074F,Nome não encontrado
Proteína,g,"21,1","25,3",BRC0074F,Nome não encontrado
Lipídios,g,"5,67","6,80",BRC0074F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0074F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0074F,Nome não encontrado
Cinzas,g,"0,98","1,18",BRC0074F,Nome não encontrado
Colesterol,mg,"42,3","50,7",BRC0074F,Nome não encontrado
Ácidos graxos saturados,g,"2,70","3,24",BRC0074F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,10","2,52",BRC0074F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,12",BRC0074F,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,22",BRC0074F,Nome não encontrado
Cálcio,mg,"3,62","4,34",BRC0074F,Nome não encontrado
Ferro,mg,"1,93","2,31",BRC0074F,Nome não encontrado
Sódio,mg,"65,9","79,0",BRC0074F,Nome não encontrado
Magnésio,mg,"17,5","21,0",BRC0074F,Nome não encontrado
Fósforo,mg,163,196,BRC0074F,Nome não encontrado
Potássio,mg,319,383,BRC0074F,Nome não encontrado
Manganês,mg,traços,traços,BRC0074F,Nome não encontrado
Zinco,mg,"3,34","4,00",BRC0074F,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0074F,Nome não encontrado
Selênio,mcg,,,BRC0074F,Nome não encontrado
Vitamina A (RE),mcg,"3,27","3,92",BRC0074F,Nome não encontrado
Vitamina A (RAE),mcg,"3,27","3,92",BRC0074F,Nome não encontrado
Vitamina D,mcg,,,BRC0074F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,10",BRC0074F,Nome não encontrado
Tiamina,mg,"0,13","0,15",BRC0074F,Nome não encontrado
Riboflavina,mg,"0,21","0,26",BRC0074F,Nome não encontrado
Niacina,mg,"2,67","3,20",BRC0074F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0074F,Nome não encontrado
Vitamina B12,mcg,"4,10","4,91",BRC0074F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0074F,Nome não encontrado
Equivalente de folato,mcg,"7,20","8,64",BRC0074F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0074F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0074F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0074F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0074F,Nome não encontrado
Proteína animal,g,"21,0","25,2",BRC0074F,Nome não encontrado
