componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (150 g),codigo_alimento,nome_alimento
Energia,kJ,548,821,BRC0064T,Nome não encontrado
Energia,kcal,131,197,BRC0064T,Nome não encontrado
Umidade,g,"70,5",105,BRC0064T,Nome não encontrado
Carboidrato total,g,"11,8","17,7",BRC0064T,Nome não encontrado
Carboidrato disponível,g,"6,65","9,97",BRC0064T,Nome não encontrado
Proteína,g,"9,59","14,4",BRC0064T,Nome não encontrado
Lipídios,g,"6,23","9,35",BRC0064T,Nome não encontrado
Fibra alimentar,g,"5,15","7,73",BRC0064T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0064T,Nome não encontrado
Cinzas,g,"1,92","2,88",BRC0064T,Nome não encontrado
Colesterol,mg,"22,0","32,9",BRC0064T,Nome não encontrado
Ácidos graxos saturados,g,"1,92","2,88",BRC0064T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,59","3,88",BRC0064T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,58","2,37",BRC0064T,Nome não encontrado
Ácidos graxos trans,g,,-,BRC0064T,Nome não encontrado
Cálcio,mg,"32,4","48,6",BRC0064T,Nome não encontrado
Ferro,mg,"1,35","2,02",BRC0064T,Nome não encontrado
Sódio,mg,278,417,BRC0064T,Nome não encontrado
Magnésio,mg,"31,9","47,8",BRC0064T,Nome não encontrado
Fósforo,mg,105,158,BRC0064T,Nome não encontrado
Potássio,mg,303,455,BRC0064T,Nome não encontrado
Manganês,mg,"0,24","0,36",BRC0064T,Nome não encontrado
Zinco,mg,"0,83","1,25",BRC0064T,Nome não encontrado
Cobre,mg,"0,15","0,23",BRC0064T,Nome não encontrado
Selênio,mcg,,-,BRC0064T,Nome não encontrado
Vitamina A (RE),mcg,,-,BRC0064T,Nome não encontrado
Vitamina A (RAE),mcg,,-,BRC0064T,Nome não encontrado
Vitamina D,mcg,,-,BRC0064T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,-,BRC0064T,Nome não encontrado
Tiamina,mg,"0,08","0,12",BRC0064T,Nome não encontrado
Riboflavina,mg,"0,03","0,05",BRC0064T,Nome não encontrado
Niacina,mg,"0,93","1,40",BRC0064T,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0064T,Nome não encontrado
Vitamina B12,mcg,,-,BRC0064T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0064T,Nome não encontrado
Equivalente de folato,mcg,,-,BRC0064T,Nome não encontrado
Sal de adição,g,,-,BRC0064T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0064T,Nome não encontrado
Gordura de adição,g,-,-,BRC0064T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0064T,Nome não encontrado
Proteína animal,g,-,-,BRC0064T,Nome não encontrado
