componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,571,570,BRC0638A,Nome não encontrado
Energia,kcal,136,135,BRC0638A,Nome não encontrado
Umidade,g,"68,2","68,2",BRC0638A,Nome não encontrado
Carboidrato total,g,"12,0","12,0",BRC0638A,Nome não encontrado
Carboidrato disponível,g,"10,7","10,7",BRC0638A,Nome não encontrado
Proteína,g,"14,2","14,2",BRC0638A,Nome não encontrado
Lipídios,g,"3,68","3,68",BRC0638A,Nome não encontrado
Fibra alimentar,g,"1,30","1,30",BRC0638A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0638A,Nome não encontrado
Cinzas,g,"1,84","1,84",BRC0638A,Nome não encontrado
Colesterol,mg,"30,7","30,7",BRC0638A,Nome não encontrado
Ácidos graxos saturados,g,"0,96","0,96",BRC0638A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,14","1,14",BRC0638A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,24","1,24",BRC0638A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0638A,Nome não encontrado
Cálcio,mg,"11,0","11,0",BRC0638A,Nome não encontrado
Ferro,mg,"0,98","0,98",BRC0638A,Nome não encontrado
Sódio,mg,400,400,BRC0638A,Nome não encontrado
Magnésio,mg,"23,7","23,7",BRC0638A,Nome não encontrado
Fósforo,mg,150,150,BRC0638A,Nome não encontrado
Potássio,mg,263,263,BRC0638A,Nome não encontrado
Manganês,mg,"0,10","0,10",BRC0638A,Nome não encontrado
Zinco,mg,"0,59","0,59",BRC0638A,Nome não encontrado
Cobre,mg,"0,08","0,08",BRC0638A,Nome não encontrado
Selênio,mcg,"6,13","6,13",BRC0638A,Nome não encontrado
Vitamina A (RE),mcg,"42,9","42,9",BRC0638A,Nome não encontrado
Vitamina A (RAE),mcg,"22,8","22,8",BRC0638A,Nome não encontrado
Vitamina D,mcg,"0,03","0,03",BRC0638A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71","0,71",BRC0638A,Nome não encontrado
Tiamina,mg,"0,09","0,09",BRC0638A,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0638A,Nome não encontrado
Niacina,mg,"3,83","3,83",BRC0638A,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0638A,Nome não encontrado
Vitamina B12,mcg,"0,09","0,09",BRC0638A,Nome não encontrado
Vitamina C,mg,"6,19","6,19",BRC0638A,Nome não encontrado
Equivalente de folato,mcg,"35,2","35,2",BRC0638A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0638A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0638A,Nome não encontrado
Gordura de adição,g,-,-,BRC0638A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0638A,Nome não encontrado
Proteína animal,g,-,-,BRC0638A,Nome não encontrado
