componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1717,858,BRC0081N,Nome não encontrado
Energia,kcal,411,205,BRC0081N,Nome não encontrado
Umidade,g,"17,8","8,88",BRC0081N,Nome não encontrado
Carboidrato total,g,"50,2","25,1",BRC0081N,Nome não encontrado
Carboidrato disponível,g,"43,9","22,0",BRC0081N,Nome não encontrado
Proteína,g,"8,96","4,48",BRC0081N,Nome não encontrado
Lipídios,g,"20,7","10,4",BRC0081N,Nome não encontrado
Fibra alimentar,g,"6,33","3,16",BRC0081N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0081N,Nome não encontrado
Cinzas,g,"2,20","1,10",BRC0081N,Nome não encontrado
Colesterol,mg,152,"76,3",BRC0081N,Nome não encontrado
Ácidos graxos saturados,g,"21,5","10,8",BRC0081N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,62","4,81",BRC0081N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,92","0,46",BRC0081N,Nome não encontrado
Ácidos graxos trans,g,"1,35","0,68",BRC0081N,Nome não encontrado
Cálcio,mg,"34,0","17,0",BRC0081N,Nome não encontrado
Ferro,mg,"4,21","2,10",BRC0081N,Nome não encontrado
Sódio,mg,266,133,BRC0081N,Nome não encontrado
Magnésio,mg,"86,8","43,4",BRC0081N,Nome não encontrado
Fósforo,mg,187,"93,8",BRC0081N,Nome não encontrado
Potássio,mg,309,154,BRC0081N,Nome não encontrado
Manganês,mg,"0,72","0,36",BRC0081N,Nome não encontrado
Zinco,mg,"1,55","0,77",BRC0081N,Nome não encontrado
Cobre,mg,"0,63","0,31",BRC0081N,Nome não encontrado
Selênio,mcg,"7,35","3,67",BRC0081N,Nome não encontrado
Vitamina A (RE),mcg,221,110,BRC0081N,Nome não encontrado
Vitamina A (RAE),mcg,219,109,BRC0081N,Nome não encontrado
Vitamina D,mcg,"0,38","0,19",BRC0081N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,06","0,53",BRC0081N,Nome não encontrado
Tiamina,mg,"0,09","0,05",BRC0081N,Nome não encontrado
Riboflavina,mg,"0,13","0,06",BRC0081N,Nome não encontrado
Niacina,mg,"0,70","0,35",BRC0081N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0081N,Nome não encontrado
Vitamina B12,mcg,"0,21","0,10",BRC0081N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0081N,Nome não encontrado
Equivalente de folato,mcg,"67,9","33,9",BRC0081N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0081N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0081N,Nome não encontrado
Gordura de adição,g,-,-,BRC0081N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0081N,Nome não encontrado
Proteína animal,g,-,-,BRC0081N,Nome não encontrado
