componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,139,BRC1123B,Nome não encontrado
Energia,kcal,33,BRC1123B,Nome não encontrado
Umidade,g,"90,3",BRC1123B,Nome não encontrado
Carboidrato total,g,"6,69",BRC1123B,Nome não encontrado
Carboidrato disponível,g,"5,59",BRC1123B,Nome não encontrado
Proteína,g,"1,80",BRC1123B,Nome não encontrado
Lipídios,g,"0,11",BRC1123B,Nome não encontrado
Fibra alimentar,g,"1,10",BRC1123B,Nome não encontrado
Álcool,g,"0,00",BRC1123B,Nome não encontrado
Cinzas,g,"1,10",BRC1123B,Nome não encontrado
Colesterol,mg,"0,00",BRC1123B,Nome não encontrado
Ácidos graxos saturados,g,"0,01",BRC1123B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01",BRC1123B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05",BRC1123B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1123B,Nome não encontrado
Cálcio,mg,"25,0",BRC1123B,Nome não encontrado
Ferro,mg,"0,40",BRC1123B,Nome não encontrado
Sódio,mg,"21,0",BRC1123B,Nome não encontrado
Magnésio,mg,"19,0",BRC1123B,Nome não encontrado
Fósforo,mg,"45,0",BRC1123B,Nome não encontrado
Potássio,mg,340,BRC1123B,Nome não encontrado
Manganês,mg,"0,14",BRC1123B,Nome não encontrado
Zinco,mg,"0,31",BRC1123B,Nome não encontrado
Cobre,mg,"0,13",BRC1123B,Nome não encontrado
Selênio,mcg,"0,80",BRC1123B,Nome não encontrado
Vitamina A (RE),mcg,"4,00",BRC1123B,Nome não encontrado
Vitamina A (RAE),mcg,"2,00",BRC1123B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1123B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52",BRC1123B,Nome não encontrado
Tiamina,mg,"0,04",BRC1123B,Nome não encontrado
Riboflavina,mg,"0,02",BRC1123B,Nome não encontrado
Niacina,mg,"0,39",BRC1123B,Nome não encontrado
Vitamina B6,mg,"0,15",BRC1123B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1123B,Nome não encontrado
Vitamina C,mg,"54,0",BRC1123B,Nome não encontrado
Equivalente de folato,mcg,"12,0",BRC1123B,Nome não encontrado
Sal de adição,g,"0,00",BRC1123B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1123B,Nome não encontrado
Gordura de adição,g,"0,00",BRC1123B,Nome não encontrado
Proteína vegetal,g,"1,80",BRC1123B,Nome não encontrado
Proteína animal,g,"0,00",BRC1123B,Nome não encontrado
